

Montana (PST) SNOTEL Site Rocky Boy - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Mar 23 10:46:32 GMT-08:00 2023. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,BATX.D-1 (volt) ,BATX.D-2 (volt) ,BATT.I-1 (volt) ,BATT.I-2 (volt) ,BATN.D-1 (volt) ,BATN.D-2 (volt) ,
917,2021-08-13,,     0.0,    21.1,     5.6,    22.4,     5.5,    14.0,       0,   14.33,   14.33,   12.76,   12.74,   12.66,   12.65,
917,2021-08-14,,     0.0,    21.1,     7.9,    27.8,     5.5,    15.5,       0,   14.63,   14.62,   12.75,   12.73,   12.64,   12.63,
917,2021-08-15,,     0.0,    21.1,    10.8,    30.1,     7.0,    18.3,       0,   14.57,   14.56,   12.76,   12.75,   12.63,   12.62,
917,2021-08-16,,     0.0,    21.1,    21.3,    28.8,    10.5,    20.2,       0,   14.35,   14.36,   12.77,   12.75,   12.66,   12.65,
917,2021-08-17,,     0.0,    21.1,    11.1,    30.0,    10.9,    22.0,       0,   14.20,   14.22,   12.76,   12.74,   12.68,   12.68,
917,2021-08-18,,     0.0,    21.3,     6.6,    23.2,     6.0,    15.5,       0,   14.30,   14.30,   12.74,   12.72,   12.67,   12.66,
917,2021-08-19,,     0.0,    21.7,     8.0,     8.9,     5.6,     7.2,       0,   13.83,   13.82,   12.63,   12.62,   12.60,   12.59,
917,2021-08-20,,     0.0,    22.0,     9.3,    14.0,     7.4,    10.2,       0,   14.48,   14.48,   12.74,   12.73,   12.59,   12.58,
917,2021-08-21,,     0.0,    22.4,     3.1,    16.1,     2.8,     9.5,       0,   14.47,   14.48,   12.77,   12.75,   12.62,   12.61,
917,2021-08-22,,     0.0,    22.7,    10.4,    15.6,     1.9,     9.9,       0,   14.68,   14.68,   12.77,   12.76,   12.66,   12.65,
917,2021-08-23,,     0.0,    22.9,     4.2,    19.4,     4.1,    12.0,       0,   14.48,   14.49,   12.76,   12.74,   12.65,   12.64,
917,2021-08-24,,     0.0,    22.9,     7.0,    21.8,     4.2,    13.5,       0,   14.56,   14.56,   12.77,   12.75,   12.65,   12.64,
917,2021-08-25,,     0.0,    22.9,     1.6,    14.9,     1.6,     8.0,       0,   14.62,   14.63,   12.75,   12.73,   12.65,   12.64,
917,2021-08-26,,     0.0,    22.9,    10.2,    18.2,     1.5,    11.5,       0,   14.68,   14.67,   12.76,   12.75,   12.62,   12.61,
917,2021-08-27,,     0.0,    22.9,     9.4,    22.7,     5.0,    13.3,       0,   14.60,   14.59,   12.75,   12.73,   12.64,   12.63,
917,2021-08-28,,     0.0,    22.9,     9.0,    17.8,     6.1,    11.2,       0,   14.56,   14.56,   12.76,   12.75,   12.63,   12.61,
917,2021-08-29,,     0.0,    22.9,     4.4,    18.6,     3.6,     9.9,       0,   14.63,   14.63,   12.75,   12.73,   12.64,   12.62,
917,2021-08-30,,     0.0,    22.9,     4.4,    23.5,     3.3,    11.7,       0,   14.65,   14.64,   12.74,   12.72,   12.61,   12.60,
917,2021-08-31,,     0.0,    22.9,    10.6,    27.0,     4.0,    15.8,       0,   14.65,   14.65,   12.77,   12.76,   12.61,   12.59,
917,2021-09-01,,     0.0,    22.9,    10.8,    25.5,     6.6,    16.0,       0,   14.54,   14.54,   12.76,   12.74,   12.65,   12.63,
917,2021-09-02,,     0.0,    23.1,     5.1,    19.0,     1.9,    10.4,       0,   14.60,   14.61,   12.74,   12.72,   12.64,   12.63,
917,2021-09-03,,     0.0,    23.1,     1.1,    16.5,     0.9,     7.3,       0,   14.74,   14.74,   12.74,   12.72,   12.61,   12.59,
917,2021-09-04,,     0.0,    23.1,     1.7,    19.1,     0.3,     8.5,       0,   14.75,   14.75,   12.75,   12.73,   12.59,   12.57,
917,2021-09-05,,     0.0,    23.1,     5.7,    21.8,     1.6,    10.8,       0,   14.74,   14.74,   12.74,   12.72,   12.60,   12.58,
917,2021-09-06,,     0.0,    23.1,     7.8,    24.8,     4.3,    14.0,       0,   14.62,   14.62,   12.75,   12.73,   12.60,   12.58,
917,2021-09-07,,     0.0,    23.1,     4.0,    22.4,     4.0,    13.6,       0,   14.50,   14.50,   12.75,   12.73,   12.62,   12.60,
917,2021-09-08,,     0.0,    23.1,     5.7,    22.0,     3.2,    11.9,       0,   14.69,   14.67,   12.74,   12.72,   12.62,   12.60,
917,2021-09-09,,     0.0,    23.1,    18.7,    22.7,     5.6,    15.3,       0,   14.60,   14.60,   12.77,   12.75,   12.61,   12.59,
917,2021-09-10,,     0.0,    23.1,     8.1,    26.9,     7.8,    16.4,       0,   14.50,   14.51,   12.75,   12.74,   12.65,   12.64,
917,2021-09-11,,     0.0,    23.1,    13.9,    23.3,     7.7,    15.5,       0,   14.55,   14.54,   12.77,   12.76,   12.64,   12.62,
917,2021-09-12,,     0.0,    23.1,    10.0,    18.3,     9.6,    13.3,       0,   14.39,   14.40,   12.76,   12.74,   12.65,   12.65,
917,2021-09-13,,     0.0,    23.1,     6.2,    20.8,     5.7,    13.1,       0,   14.60,   14.59,   12.76,   12.75,   12.64,   12.62,
917,2021-09-14,,     0.0,    23.1,     3.6,    16.5,     3.1,     8.7,       0,   14.54,   14.53,   12.75,   12.73,   12.63,   12.61,
917,2021-09-15,,     0.0,    23.1,    12.2,    18.3,     3.2,    11.1,       0,   14.72,   14.71,   12.76,   12.75,   12.61,   12.59,
917,2021-09-16,,     0.0,    23.1,     6.6,    19.9,     6.6,    14.6,       0,   14.41,   14.43,   12.76,   12.75,   12.64,   12.63,
917,2021-09-17,,     0.0,    23.2,    -2.3,    11.0,    -2.4,     4.8,       0,   14.60,   14.59,   12.73,   12.70,   12.62,   12.61,
917,2021-09-18,,     0.0,    23.2,    10.8,    19.6,    -2.9,     9.8,       0,   14.75,   14.73,   12.75,   12.74,   12.56,   12.54,
917,2021-09-19,,     0.0,    23.2,    13.2,    26.7,     7.5,    17.0,       0,   14.54,   14.53,   12.74,   12.73,   12.61,   12.59,
917,2021-09-20,,     0.0,    23.2,     3.0,    13.2,     3.0,     8.9,       0,   14.48,   14.48,   12.75,   12.73,   12.63,   12.62,
917,2021-09-21,,     0.0,    23.2,     3.5,    14.9,    -0.4,     6.4,       0,   14.62,   14.61,   12.74,   12.71,   12.62,   12.61,
917,2021-09-22,,     0.0,    23.2,    12.2,    18.4,    -0.5,     9.9,       0,   14.82,   14.81,   12.75,   12.74,   12.59,   12.57,
917,2021-09-23,,     0.0,    23.2,    14.1,    23.6,     7.6,    16.8,       0,   14.51,   14.51,   12.77,   12.75,   12.62,   12.61,
917,2021-09-24,,     0.0,    23.2,     8.6,    18.3,     8.5,    12.5,       0,   14.51,   14.51,   12.76,   12.75,   12.66,   12.65,
917,2021-09-25,,     0.0,    23.2,     4.5,    19.3,    -0.6,     9.5,       0,   14.74,   14.76,   12.75,   12.73,   12.64,   12.63,
917,2021-09-26,,     0.0,    23.2,     7.2,    25.2,     4.3,    15.2,       0,   14.56,   14.57,   12.75,   12.73,   12.62,   12.61,
917,2021-09-27,,     0.0,    23.2,     5.1,    25.4,     4.0,    13.4,       0,   14.69,   14.70,   12.75,   12.74,   12.62,   12.61,
917,2021-09-28,,     0.0,    23.2,    17.1,    24.9,     3.8,    14.4,       0,   14.69,   14.70,   12.75,   12.73,   12.63,   12.61,
917,2021-09-29,,     0.0,    23.2,     6.1,    17.1,     5.7,    11.5,       0,   14.54,   14.54,   12.76,   12.74,   12.63,   12.62,
917,2021-09-30,,     0.0,    23.2,    -1.9,    14.4,    -2.2,     6.4,       0,   14.72,   14.73,   12.73,   12.70,   12.64,   12.62,
917,2021-09-30,23:59,-99.9,    23.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,




