

Montana (PST) SNOTEL Site Rocky Boy - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Mar 23 10:37:15 GMT-08:00 2023. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,BATT.I-1 (volt) ,
917,1998-12-21,,     0.0,     2.7,   -24.8,   -23.2,   -33.4,   -28.5,   12.50,
917,1998-12-22,,     0.1,     2.8,   -17.0,   -17.0,   -26.4,   -21.2,   12.66,
917,1998-12-23,,     0.1,     2.8,   -17.4,   -14.0,   -18.0,   -16.1,   12.57,
917,1998-12-24,,     0.1,     2.9,   -11.1,   -11.1,   -23.5,   -16.9,   12.76,
917,1998-12-25,,     0.3,     3.1,    -5.6,    -4.0,   -11.1,    -7.5,   12.81,
917,1998-12-26,,     0.3,     3.2,    -4.7,    -3.6,   -16.5,    -9.1,   12.65,
917,1998-12-27,,     1.4,     4.2,    -4.5,     0.7,    -4.6,    -2.4,   12.64,
917,1998-12-28,,     1.6,     4.2,    -0.7,     0.5,    -4.8,    -2.1,   12.65,
917,1998-12-29,,     1.7,     4.4,   -15.3,     1.1,   -16.7,   -11.1,   12.59,
917,1998-12-30,,     2.1,     4.7,    -1.6,     2.9,   -16.1,    -4.1,   12.64,
917,1998-12-31,,     2.2,     5.0,    -9.8,    -1.3,   -12.8,    -7.0,   12.72,
917,1999-01-01,,     2.2,     5.0,    -1.5,     2.5,    -9.8,    -2.7,   12.67,
917,1999-01-02,,     2.2,     5.0,   -10.9,    -2.7,   -14.1,    -9.3,   12.59,
917,1999-01-03,,     2.2,     5.0,   -13.1,   -11.1,   -15.4,   -13.5,   12.56,
917,1999-01-04,,     2.2,     5.1,    -4.6,    -4.1,   -16.9,    -8.4,   12.59,
917,1999-01-05,,     2.6,     5.4,     0.9,     1.4,    -4.6,    -0.4,   12.62,
917,1999-01-06,,     2.7,     5.5,   -16.8,     2.6,   -16.8,    -2.3,   12.62,
917,1999-01-07,,     2.7,     5.7,   -12.0,   -12.0,   -17.2,   -15.1,   12.54,
917,1999-01-08,,     3.0,     5.9,   -18.9,    -1.0,   -18.9,   -11.2,   12.54,
917,1999-01-09,,     3.2,     6.1,    -2.6,    -2.2,   -19.4,    -9.7,   12.56,
917,1999-01-10,,     3.2,     6.1,    -4.9,     0.3,    -4.9,    -2.7,   12.59,
917,1999-01-11,,     3.5,     6.4,     3.5,     3.5,    -5.3,     0.0,   12.59,
917,1999-01-12,,     3.5,     6.4,    -4.2,     6.3,    -4.2,     4.0,   12.59,
917,1999-01-13,,     3.6,     6.5,    -2.1,     1.9,    -6.5,    -1.6,   12.59,
917,1999-01-14,,     3.6,     6.5,     3.6,     3.6,    -3.1,    -0.7,   12.81,
917,1999-01-15,,     3.6,     6.5,     6.2,     8.0,     3.8,     6.0,   12.68,
917,1999-01-16,,     3.6,     6.5,    -2.8,     6.0,    -3.1,     0.8,   12.68,
917,1999-01-17,,     3.6,     6.6,    -3.7,     0.8,    -6.0,    -2.4,   12.59,
917,1999-01-18,,     3.6,     6.6,    -5.0,     1.2,   -11.9,    -5.5,   12.85,
917,1999-01-19,,     3.7,     6.7,     1.9,     5.1,    -4.6,     1.3,   12.87,
917,1999-01-20,,     3.7,     6.7,     0.1,     6.4,     0.1,     2.0,   12.89,
917,1999-01-21,,     3.7,     6.7,    -6.4,     5.0,    -6.4,    -0.8,   12.82,
917,1999-01-22,,     3.7,     6.7,    -1.9,    -0.7,   -10.9,    -6.5,   12.92,
917,1999-01-23,,     3.7,     6.7,   -12.0,     3.3,   -12.0,    -1.9,   12.93,
917,1999-01-24,,     3.7,     6.7,   -22.2,   -12.6,   -24.8,   -18.7,   12.75,
917,1999-01-25,,     3.7,     6.8,    -6.4,    -5.9,   -22.3,   -12.2,   12.86,
917,1999-01-26,,     3.7,     6.8,   -10.1,     0.6,   -10.1,    -5.1,   12.92,
917,1999-01-27,,     3.7,     6.8,    -8.2,    -0.8,   -10.2,    -4.5,   12.84,
917,1999-01-28,,     3.7,     6.8,    -2.6,    -1.6,    -9.8,    -5.1,   12.92,
917,1999-01-29,,     3.8,     6.8,     1.0,     3.0,    -3.2,     0.3,   12.94,
917,1999-01-30,,     3.9,     6.8,     3.2,     6.3,     0.1,     3.1,   12.92,
917,1999-01-31,,     3.9,     6.8,    -4.0,    11.9,    -4.5,     3.0,   12.94,
917,1999-02-01,,     3.9,     6.8,-99.9,     9.8,    -6.2,     2.1,-99.9,
917,1999-02-02,,     3.9,     6.8,    -0.9,     0.5,    -4.6,    -1.7,   12.93,
917,1999-02-03,,     3.9,     6.8,     1.2,     2.8,    -2.2,     0.3,   12.86,
917,1999-02-04,,     3.9,     6.8,    -3.6,     1.7,    -5.2,    -1.6,   12.87,
917,1999-02-05,,     3.9,     6.8,    -0.9,     5.2,    -4.1,     1.2,   12.91,
917,1999-02-06,,     3.9,     6.8,     0.8,     2.8,    -4.3,    -0.8,   12.90,
917,1999-02-07,,     3.9,     6.8,     3.5,     6.1,     0.7,     3.6,   12.92,
917,1999-02-08,,     3.9,     6.8,    -0.5,     8.5,    -1.3,     2.5,   12.91,
917,1999-02-09,,     3.9,     6.8,    -0.8,     3.4,    -2.7,    -0.3,   12.92,
917,1999-02-10,,     4.1,     7.0,    -5.3,     1.7,    -5.3,    -1.8,   12.81,
917,1999-02-11,,     4.2,     7.2,    -9.1,    -5.4,    -9.3,    -7.4,   12.76,
917,1999-02-12,,     4.2,     7.2,    -4.7,    -2.8,    -9.8,    -6.5,   12.86,
917,1999-02-13,,     4.2,     7.2,     8.1,     8.1,    -4.7,     2.0,   12.93,
917,1999-02-14,,     4.2,     7.2,     2.4,    11.9,    -0.2,     6.7,   12.94,
917,1999-02-15,,     4.3,     7.2,    -5.1,     3.5,    -5.1,     0.1,   12.86,
917,1999-02-16,,     4.3,     7.2,    -9.5,     2.8,   -10.2,    -4.6,   12.87,
917,1999-02-17,,     4.3,     7.2,    -2.2,     2.4,   -11.1,    -3.3,   12.89,
917,1999-02-18,,     4.4,     7.4,    -2.6,     1.3,    -9.1,    -2.5,   12.86,
917,1999-02-19,,     4.5,     7.5,    -2.2,     3.4,    -3.4,    -0.9,   12.92,
917,1999-02-20,,     4.6,     7.5,    -1.4,     4.1,    -5.6,    -0.7,   12.92,
917,1999-02-21,,     4.6,     7.6,    -8.1,     3.8,   -10.5,    -3.1,   12.89,
917,1999-02-22,,     4.7,     7.6,    -1.7,     0.9,    -7.5,    -1.8,   12.85,
917,1999-02-23,,     4.9,     7.7,     2.9,     3.0,    -4.1,     0.2,   12.90,
917,1999-02-24,,     4.9,     7.8,     0.5,     4.2,    -0.2,     1.6,   12.93,
917,1999-02-25,,     4.9,     7.8,     6.0,     9.5,    -0.8,     5.3,   12.95,
917,1999-02-26,,     4.9,     7.8,     2.0,    11.4,    -0.1,     5.8,   12.94,
917,1999-02-27,,     6.0,     8.8,    -4.4,     1.7,    -4.6,    -0.8,   12.81,
917,1999-02-28,,     6.0,     8.8,     4.8,     5.8,    -6.6,     0.3,   12.85,
917,1999-03-01,,     6.0,     8.9,     1.6,     9.7,     1.6,     5.3,   12.86,
917,1999-03-02,,     6.1,     9.0,    -4.1,     5.7,    -4.1,     0.8,   12.90,
917,1999-03-03,,     6.1,     9.0,    -1.5,     3.9,    -4.4,    -1.0,   12.89,
917,1999-03-04,,     6.1,     9.0,    -2.1,     4.7,    -2.2,     0.7,   12.88,
917,1999-03-05,,     6.1,     9.0,    -8.3,     3.3,    -8.7,    -2.7,   12.89,
917,1999-03-06,,     6.1,     9.1,    -6.5,    -0.5,   -11.5,    -5.7,   12.87,
917,1999-03-07,,     6.1,     9.1,    -7.1,     0.2,   -11.2,    -4.7,   12.88,
917,1999-03-08,,     6.1,     9.2,   -10.1,    -0.2,   -11.2,    -5.7,   12.86,
917,1999-03-09,,     6.2,     9.2,    -5.1,     3.3,   -15.2,    -4.6,   12.86,
917,1999-03-10,,     6.2,     9.2,    -6.0,     4.7,    -6.4,    -1.1,   12.91,
917,1999-03-11,,     6.2,     9.2,    -2.7,     5.6,    -8.8,    -1.5,   12.90,
917,1999-03-12,,     6.1,     9.2,    -5.5,     3.9,    -5.5,    -0.9,   12.90,
917,1999-03-13,,     6.1,     9.2,     3.0,     4.4,    -8.0,    -1.2,   12.91,
917,1999-03-14,,     6.1,     9.2,     2.6,    10.9,    -0.4,     4.9,   12.93,
917,1999-03-15,,     6.1,     9.2,     6.9,    14.8,     0.2,     6.8,   12.93,
917,1999-03-16,,     6.0,     9.2,     2.3,    11.1,     2.3,     7.0,   12.93,
917,1999-03-17,,     6.2,     9.6,    -3.2,     7.0,    -3.6,     0.0,   12.80,
917,1999-03-18,,     6.2,     9.6,    -3.1,     3.3,    -6.3,    -1.5,   12.86,
917,1999-03-19,,     6.2,     9.6,     0.3,    12.4,    -3.9,     5.0,   12.89,
917,1999-03-20,,     6.0,     9.6,    -1.8,    13.2,    -1.8,     4.9,   12.90,
917,1999-03-21,,     5.8,     9.6,     3.1,     9.0,    -3.8,     3.5,   12.88,
917,1999-03-22,,     5.6,     9.6,    -0.9,    11.2,    -1.8,     4.6,   12.88,
917,1999-03-23,,     5.3,     9.6,     0.1,    12.4,    -3.6,     4.1,   12.89,
917,1999-03-24,,     4.9,     9.6,     6.3,    12.4,    -1.4,     6.5,   12.90,
917,1999-03-25,,     3.9,     9.6,-99.9,    13.4,     1.1,     8.2,-99.9,
917,1999-03-26,,     3.4,     9.6,     1.7,    17.4,     1.5,     8.8,   12.92,
917,1999-03-27,,     3.3,     9.6,    -1.4,    10.6,    -1.4,     2.5,   12.83,
917,1999-03-28,,     3.2,     9.7,    -3.6,     3.1,    -3.6,    -1.2,   12.81,
917,1999-03-29,,     3.2,     9.7,    -1.7,     3.1,    -4.6,    -0.9,   12.84,
917,1999-03-30,,     3.2,     9.7,    -0.5,     6.9,    -3.9,     2.1,   12.84,
917,1999-03-31,,     3.0,     9.7,    -0.5,     5.0,    -1.3,     1.1,   12.82,
917,1999-04-01,,     3.0,    10.0,    -6.6,    -0.5,    -6.6,    -3.7,   12.75,
917,1999-04-02,,     3.0,    10.0,    -5.2,    -3.5,    -8.1,    -5.8,   12.74,
917,1999-04-03,,     3.2,    10.0,    -4.4,     0.0,   -10.4,    -3.8,   12.86,
917,1999-04-04,,     3.2,    10.1,    -5.8,    -1.7,    -5.9,    -4.0,   12.76,
917,1999-04-05,,     3.2,    10.2,    -3.5,     1.3,    -5.8,    -2.6,   12.88,
917,1999-04-06,,     3.4,    10.2,    -5.5,     6.1,    -7.4,    -0.6,   12.88,
917,1999-04-07,,     3.4,    10.2,     0.5,     7.6,    -6.9,     1.4,   12.87,
917,1999-04-08,,     3.0,    10.2,    -2.0,    11.5,    -2.0,     4.1,   12.88,
917,1999-04-09,,     2.5,    10.2,     0.7,    12.9,    -3.8,     5.6,   12.89,
917,1999-04-10,,     2.5,    10.4,    -0.3,     6.1,    -1.1,     1.5,   12.80,
917,1999-04-11,,     2.5,    10.5,    -6.9,     4.7,    -6.9,    -0.6,   12.85,
917,1999-04-12,,     2.4,    10.5,    -0.8,     7.3,    -8.3,     0.8,   12.85,
917,1999-04-13,,     1.8,    10.5,     6.0,    13.8,    -2.9,     7.1,   12.91,
917,1999-04-14,,     1.3,    10.5,    -1.4,     7.9,    -1.4,     4.0,   12.91,
917,1999-04-15,,     1.2,    10.5,    -2.8,     2.8,    -2.8,    -0.8,   12.84,
917,1999-04-16,,     1.1,    10.5,    -5.2,     4.8,    -5.2,     0.3,   12.87,
917,1999-04-17,,     0.7,    10.5,    -1.7,     7.2,    -7.8,     0.6,   12.84,
917,1999-04-18,,     0.2,    10.5,     2.2,    16.8,    -1.9,     8.6,   12.92,
917,1999-04-19,,     0.0,    10.5,     5.2,    17.4,    -0.2,     9.3,   12.92,
917,1999-04-20,,     0.0,    10.5,     5.9,    13.0,     5.2,     9.1,   12.90,
917,1999-04-21,,     0.0,    10.5,     3.7,    12.2,     3.7,     7.8,   12.92,
917,1999-04-22,,     0.4,    10.8,     1.0,     3.9,    -0.2,     1.4,   12.81,
917,1999-04-23,,     0.4,    10.9,    -1.9,     3.9,    -1.9,     1.3,   12.83,
917,1999-04-24,,     0.0,    10.9,     2.6,     8.4,    -4.4,     3.4,   12.85,
917,1999-04-25,,     0.0,    10.9,     5.2,    12.6,    -1.8,     6.9,   12.86,
917,1999-04-26,,     0.0,    10.9,     5.7,    14.4,     0.9,     8.4,   12.92,
917,1999-04-27,,     0.0,    10.9,     5.9,    15.1,     3.8,     9.8,   12.93,
917,1999-04-28,,     0.0,    10.9,     7.3,    13.4,     4.4,     8.6,   12.91,
917,1999-04-29,,     0.1,    11.7,     0.4,     7.2,     0.4,     4.3,   12.79,
917,1999-04-30,,     0.0,    12.1,     1.1,     1.4,    -0.9,     0.5,   12.76,
917,1999-05-01,,     0.0,    12.1,     7.4,     8.8,     1.1,     5.1,   12.92,
917,1999-05-02,,     0.0,    12.1,     5.0,    13.7,     5.0,     9.3,   12.93,
917,1999-05-03,,     0.1,    12.1,     3.9,    10.3,     3.5,     6.0,   12.87,
917,1999-05-04,,     0.0,    12.1,     5.0,    11.6,    -0.6,     6.9,   12.90,
917,1999-05-05,,     0.0,    12.2,     0.6,    10.2,     0.6,     5.7,   12.90,
917,1999-05-06,,     0.0,    12.3,    -2.5,     6.9,    -2.5,     2.2,   12.83,
917,1999-05-07,,     0.0,    12.3,    -0.8,    11.3,    -4.0,     4.3,   12.85,
917,1999-05-08,,     0.1,    12.5,     0.5,    18.1,    -0.7,     6.9,   12.88,
917,1999-05-09,,     0.0,    12.5,     2.5,     7.7,    -2.2,     3.2,   12.86,
917,1999-05-10,,     0.3,    12.8,    -0.7,     3.5,    -0.7,     1.0,   12.80,
917,1999-05-11,,     0.1,    13.0,    -1.0,     3.8,    -1.1,     1.0,   12.86,
917,1999-05-12,,     1.2,    14.1,     0.5,     0.5,    -2.4,    -1.3,   12.75,
917,1999-05-13,,     1.1,    14.2,     3.8,    10.8,    -3.2,     4.4,   12.90,
917,1999-05-14,,     0.7,    14.2,     3.4,     8.8,     2.0,     5.3,   12.92,
917,1999-05-15,,     0.1,    14.3,     1.6,    10.1,     1.3,     5.0,   12.89,
917,1999-05-16,,     0.1,    14.5,     2.2,     6.0,     1.2,     3.0,   12.84,
917,1999-05-17,,     0.0,    14.6,    -0.8,     8.6,    -1.1,     3.7,   12.87,
917,1999-05-18,,     0.0,    14.6,     8.4,    13.6,    -0.8,     7.8,   12.90,
917,1999-05-19,,     0.0,    14.6,     4.6,    16.0,     3.9,    10.5,   12.91,
917,1999-05-20,,     0.0,    14.6,     2.3,    14.9,     2.3,     9.2,   12.89,
917,1999-05-21,,     0.0,    14.6,     8.1,    16.1,     0.1,     9.5,   12.91,
917,1999-05-22,,     0.0,    14.6,     5.0,    15.5,     5.0,    11.0,   12.91,
917,1999-05-23,,     0.0,    14.6,     2.2,    14.3,     2.2,     8.5,   12.88,
917,1999-05-24,,     0.0,    14.6,     5.2,    19.4,     2.2,    12.0,   12.88,
917,1999-05-25,,     0.0,    14.6,     8.6,    21.2,     4.2,    13.7,   12.89,
917,1999-05-26,,     0.0,    14.6,    15.5,    24.2,     7.5,    16.9,   12.91,
917,1999-05-27,,     0.0,    14.7,     3.5,    15.4,     3.1,    10.2,   12.87,
917,1999-05-28,,     0.0,    14.7,     4.3,    22.7,     3.5,    13.4,   12.89,
917,1999-05-29,,     0.0,    14.7,     8.5,    20.7,     3.1,    12.9,   12.88,
917,1999-05-30,,     0.0,    15.9,     3.9,     8.9,     3.3,     5.5,   12.77,
917,1999-05-31,,     0.0,    16.0,     5.1,     8.4,     3.3,     5.3,   12.78,
917,1999-06-01,,     0.0,    16.0,     7.3,    13.2,     4.4,     8.3,   12.86,
917,1999-06-02,,     0.1,    16.0,     4.5,    15.9,     4.5,    10.2,   12.89,
917,1999-06-03,,     0.3,    16.9,    10.0,    19.1,     4.4,    13.4,   12.90,
917,1999-06-04,,     0.3,    17.6,     8.2,    12.4,     8.2,    10.6,   12.81,
917,1999-06-05,,     0.2,    18.0,     5.9,    17.0,     5.9,    10.2,   12.86,
917,1999-06-06,,     0.0,    18.0,     9.3,    17.6,     5.8,    12.2,   12.88,
917,1999-06-07,,     0.0,    18.1,     6.1,    15.2,     6.1,    10.1,   12.84,
917,1999-06-08,,     0.0,    18.5,     4.9,    12.6,     3.5,     8.1,   12.87,
917,1999-06-09,,     0.0,    18.6,     3.1,    10.3,     3.1,     6.3,   12.82,
917,1999-06-10,,     0.0,    18.8,    -0.7,    10.3,    -0.7,     5.0,   12.82,
917,1999-06-11,,     0.0,    18.8,     8.1,    15.2,    -1.3,     7.8,   12.83,
917,1999-06-12,,     0.0,    18.8,     3.0,    13.3,     2.0,     8.5,   12.84,
917,1999-06-13,,     0.0,    18.8,     2.5,    16.6,     0.9,     9.1,   12.84,
917,1999-06-14,,     0.0,    18.8,    12.1,    19.1,     1.8,    12.6,   12.87,
917,1999-06-15,,     0.0,    18.8,    10.5,    15.9,     7.9,    12.1,   12.89,
917,1999-06-16,,     0.0,    18.8,     9.5,    17.5,     5.8,    13.1,   12.86,
917,1999-06-17,,     0.0,    18.8,    12.4,    17.6,     8.1,    13.5,   12.87,
917,1999-06-18,,     0.0,    18.8,     8.8,    21.0,     7.1,    14.2,   12.89,
917,1999-06-19,,     0.0,    18.8,    15.4,    23.7,     7.3,    16.9,   12.90,
917,1999-06-20,,     0.0,    18.8,     8.6,    22.6,     8.6,    16.3,   12.89,
917,1999-06-21,,     0.0,    18.8,    17.6,    22.1,     4.2,    15.1,   12.89,
917,1999-06-22,,     0.0,    18.8,    10.8,    24.3,    10.7,    16.5,   12.85,
917,1999-06-23,,     0.0,    18.8,    10.0,    16.6,     9.7,    12.5,   12.87,
917,1999-06-24,,     0.0,    18.8,    10.6,    17.2,     8.7,    12.9,   12.86,
917,1999-06-25,,     0.0,    18.8,    10.4,    20.6,     3.8,    13.8,   12.87,
917,1999-06-26,,     0.0,    19.3,     3.3,    17.2,     3.3,    11.0,   12.86,
917,1999-06-27,,     0.0,    19.4,     1.7,    12.1,     1.7,     6.1,   12.84,
917,1999-06-28,,     0.0,    19.5,     2.2,    14.4,     1.7,     8.1,   12.85,
917,1999-06-29,,     0.0,    19.5,    10.6,    16.8,     1.8,    10.9,   12.84,
917,1999-06-30,,     0.0,    19.5,     8.0,    17.1,     5.2,    10.9,   12.85,
917,1999-07-01,,     0.0,    19.8,     3.3,    11.6,     3.3,     8.5,   12.81,
917,1999-07-02,,     0.0,    19.8,     7.0,    15.6,     2.6,     9.6,   12.88,
917,1999-07-03,,     0.0,    19.8,     7.3,    15.0,     6.0,    11.0,   12.88,
917,1999-07-04,,     0.0,    19.9,     7.4,    16.1,     6.6,    10.5,   12.87,
917,1999-07-05,,     0.0,    20.0,     5.4,    11.4,     5.4,     7.8,   12.77,
917,1999-07-06,,     0.0,    20.0,     3.7,    17.7,     3.7,    10.5,   12.82,
917,1999-07-07,,     0.0,    20.0,    11.4,    22.1,     2.2,    14.3,   12.84,
917,1999-07-08,,     0.0,    20.0,    10.2,    21.1,    10.2,    15.8,   12.84,
