

Montana (PST) SNOTEL Site Rocky Boy - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Mar 23 10:46:30 GMT-08:00 2023. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TOBS.I-2 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,BATX.D-1 (volt) ,BATX.D-2 (volt) ,BATT.I-1 (volt) ,BATT.I-2 (volt) ,BATN.D-1 (volt) ,BATN.D-2 (volt) ,
917,2020-04-21,,     7.2,    15.6,     7.0,-99.9,    15.0,    -0.2,     7.6,      22,   14.75,   14.61,   12.75,   12.82,   12.43,   12.74,
917,2020-04-22,,     6.0,    15.6,     8.4,-99.9,    16.4,     5.4,    10.7,      18,   14.69,   14.56,   12.73,   12.82,   12.40,   12.73,
917,2020-04-23,,     5.1,    15.6,     6.8,-99.9,    14.0,     6.0,     9.2,      16,   14.67,   14.53,   12.76,   12.83,   12.38,   12.73,
917,2020-04-24,,     4.4,    15.6,     3.0,-99.9,    13.4,     1.6,     6.6,      14,   14.69,   14.55,   12.74,   12.85,   12.39,   12.73,
917,2020-04-25,,     3.8,    15.6,    -1.9,-99.9,    10.9,    -2.1,     4.1,      11,   14.75,   14.64,   12.75,   12.86,   12.32,   12.72,
917,2020-04-26,,     3.0,    15.6,     8.7,-99.9,    13.6,    -3.0,     7.0,       7,   14.90,   14.73,   12.77,   12.84,   12.33,   12.72,
917,2020-04-27,,     2.0,    15.6,     1.3,-99.9,    13.8,     1.3,     8.2,       6,   14.67,   14.53,   12.74,   12.82,   12.43,   12.74,
917,2020-04-28,,     0.8,    15.6,     4.3,-99.9,    15.9,     1.3,     9.2,       2,   14.63,   14.50,   12.71,   12.81,   12.39,   12.72,
917,2020-04-29,,     0.0,    15.6,     0.6,-99.9,    14.4,     0.0,     6.8,       0,   14.72,   14.57,   12.73,   12.82,   12.39,   12.72,
917,2020-04-30,,     0.0,    15.6,     8.3,-99.9,    21.9,     0.4,    12.8,       0,   14.63,   14.50,   12.73,   12.81,   12.39,   12.72,
917,2020-05-01,,     0.0,    15.6,     6.6,-99.9,    20.4,     5.2,    13.8,       0,   14.48,   14.35,   12.70,   12.80,   12.42,   12.74,
917,2020-05-02,,     0.0,    15.7,    -1.2,-99.9,    12.6,    -1.3,     6.3,       0,   14.67,   14.54,   12.73,   12.82,   12.39,   12.73,
917,2020-05-03,,     0.0,    15.7,     9.7,-99.9,    17.2,    -2.3,     7.4,       0,   14.87,   14.70,   12.72,   12.81,   12.39,   12.71,
917,2020-05-04,,     0.0,    15.8,     2.9,-99.9,    15.4,     2.1,     8.8,       0,   14.57,   14.42,   12.75,   12.83,   12.40,   12.74,
917,2020-05-05,,     0.0,    15.8,     3.6,-99.9,    10.6,     0.6,     5.6,       0,   14.81,   14.65,   12.78,   12.85,   12.37,   12.72,
917,2020-05-06,,     0.0,    15.8,     5.4,-99.9,    13.8,     2.0,     6.3,       0,   14.72,   14.58,   12.76,   12.83,   12.37,   12.73,
917,2020-05-07,,     0.0,    15.8,     1.9,-99.9,    13.3,     1.7,     8.2,       0,   14.72,   14.56,   12.70,   12.81,   12.42,   12.74,
917,2020-05-08,,     0.0,    15.8,     0.9,-99.9,    14.4,     0.7,     7.3,       0,   14.75,   14.61,   12.77,   12.83,   12.36,   12.72,
917,2020-05-09,,     0.0,    16.2,     1.4,-99.9,    12.6,     0.6,     4.9,       0,   14.75,   14.58,   12.64,   12.80,   12.39,   12.73,
917,2020-05-10,,     0.0,    16.2,    -1.5,-99.9,    10.7,    -1.5,     3.8,       0,   14.86,   14.69,   12.76,   12.84,   12.34,   12.71,
917,2020-05-11,,     0.0,    16.2,     0.5,-99.9,     6.5,    -3.3,     1.6,       0,   14.84,   14.68,   12.82,   12.89,   12.40,   12.72,
917,2020-05-12,,     0.0,    16.2,     1.4,-99.9,     8.6,    -0.2,     3.3,       0,   14.81,   14.65,   12.80,   12.86,   12.44,   12.75,
917,2020-05-13,,     0.0,    16.4,     1.2,-99.9,     2.5,     0.0,     1.2,       0,   14.77,   14.62,   12.85,   12.90,   12.39,   12.73,
917,2020-05-14,,     0.0,    16.7,    -1.2,-99.9,    10.2,    -1.2,     3.7,       0,   14.75,   14.61,   12.82,   12.88,   12.48,   12.77,
917,2020-05-15,,     0.0,    16.7,     0.4,-99.9,    16.2,    -1.3,     8.0,       0,   14.77,   14.61,   12.74,   12.82,   12.45,   12.74,
917,2020-05-16,,     0.0,    16.7,     0.7,-99.9,    15.1,     0.0,     7.3,       0,   14.78,   14.62,   12.82,   12.86,   12.42,   12.72,
917,2020-05-17,,     0.0,    16.7,     9.1,-99.9,    16.1,    -0.7,     9.9,       0,   14.81,   14.65,   12.76,   12.83,   12.47,   12.73,
917,2020-05-18,,     0.0,    16.7,    14.7,-99.9,    20.1,     5.8,    13.5,       0,   14.60,   14.45,   12.72,   12.80,   12.44,   12.74,
917,2020-05-19,,     0.0,    16.8,    10.0,-99.9,    21.8,    10.0,    15.4,       0,   14.44,   14.32,   12.71,   12.80,   12.43,   12.74,
917,2020-05-20,,     0.0,    16.9,    11.7,-99.9,    19.7,     6.7,    12.9,       0,   14.54,   14.41,   12.62,   12.78,   12.44,   12.74,
917,2020-05-21,,     0.0,    17.2,     7.8,-99.9,    16.6,     7.7,    11.2,       0,   14.42,   14.32,   12.67,   12.79,   12.41,   12.73,
917,2020-05-22,,     0.0,    18.2,     6.1,-99.9,    10.3,     5.6,     7.5,       0,   14.59,   14.47,   12.81,   12.87,   12.38,   12.73,
917,2020-05-23,,     0.0,    18.2,     3.0,-99.9,    13.2,     2.5,     8.2,       0,   14.69,   14.54,   12.77,   12.83,   12.48,   12.75,
917,2020-05-24,,     0.0,    18.2,     1.7,-99.9,    11.4,     0.5,     6.1,       0,   14.66,   14.52,   12.78,   12.85,   12.47,   12.73,
917,2020-05-25,,     0.0,    18.2,     2.3,-99.9,    14.9,     1.5,     8.1,       0,   14.76,   14.61,   12.76,   12.83,   12.43,   12.73,
917,2020-05-26,,     0.0,    18.2,     9.2,-99.9,    18.6,     1.3,    11.2,       0,   14.69,   14.55,   12.71,   12.81,   12.46,   12.73,
917,2020-05-27,,     0.0,    18.2,     7.5,-99.9,    19.5,     7.5,    13.0,       0,   14.51,   14.39,   12.72,   12.81,   12.43,   12.74,
917,2020-05-28,,     0.0,    18.2,     2.7,-99.9,    15.2,     2.7,     9.2,       0,   14.55,   14.41,   12.77,   12.83,   12.43,   12.73,
917,2020-05-29,,     0.0,    18.2,    10.7,-99.9,    17.8,    -0.2,    11.1,       0,   14.72,   14.57,   12.74,   12.81,   12.45,   12.73,
917,2020-05-30,,     0.0,    18.2,    11.3,-99.9,    19.4,    10.0,    14.3,       0,   14.48,   14.36,   12.71,   12.80,   12.43,   12.74,
917,2020-05-31,,     0.0,    18.2,    16.0,-99.9,    22.2,    10.0,    16.2,       0,   14.45,   14.34,   12.70,   12.80,   12.44,   12.74,
917,2020-06-01,,     0.0,    18.2,    10.9,-99.9,    25.7,    10.2,    17.6,       0,   14.32,   14.21,   12.67,   12.79,   12.45,   12.75,
917,2020-06-02,,     0.0,    18.2,     9.4,-99.9,    19.5,     7.8,    14.2,       0,   14.51,   14.38,   12.65,   12.79,   12.43,   12.73,
917,2020-06-03,,     0.0,    18.2,    16.3,-99.9,    20.1,     7.6,    13.4,       0,   14.51,   14.39,   12.66,   12.80,   12.43,   12.73,
917,2020-06-04,,     0.0,    18.2,     2.5,-99.9,    19.1,     2.5,    13.2,       0,   14.42,   14.31,   12.63,   12.79,   12.44,   12.74,
917,2020-06-05,,     0.0,    18.2,     3.2,-99.9,    16.8,     1.8,     9.7,       0,   14.63,   14.49,   12.69,   12.80,   12.34,   12.72,
917,2020-06-06,,     0.0,    18.2,    14.2,-99.9,    21.3,     1.8,    14.0,       0,   14.65,   14.51,   12.71,   12.81,   12.43,   12.72,
917,2020-06-07,,     0.0,    18.4,-99.9,-99.9,    20.1,     8.7,    14.6,       0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
917,2020-06-08,,     0.0,    18.6,     6.3,-99.9,    15.3,     6.3,     9.8,       0,   14.52,   14.40,   12.76,   12.83,   12.38,   12.72,
917,2020-06-09,,     0.0,    18.7,     5.4,-99.9,     9.6,     4.4,     6.3,       0,   14.60,   14.47,   12.80,   12.87,   12.44,   12.72,
917,2020-06-10,,     0.0,    18.7,     7.8,-99.9,    14.6,     4.1,     9.1,       0,   14.63,   14.51,   12.78,   12.84,   12.49,   12.76,
917,2020-06-11,,     0.0,    18.7,     4.5,-99.9,    17.8,     4.4,    11.6,       0,   14.53,   14.41,   12.75,   12.82,   12.49,   12.75,
917,2020-06-12,,     0.0,    18.7,    16.7,-99.9,    22.8,     2.7,    13.9,       0,   14.65,   14.51,   12.70,   12.80,   12.47,   12.73,
917,2020-06-13,,     0.0,    18.7,    19.5,-99.9,    25.8,    13.8,    20.5,       0,   14.34,   14.21,   12.68,   12.79,   12.45,   12.75,
917,2020-06-14,,     0.0,    18.7,    11.3,-99.9,    26.7,    10.7,    19.6,       0,   14.29,   14.18,   12.69,   12.79,   12.47,   12.75,
917,2020-06-15,,     0.0,    18.7,     6.1,-99.9,    15.3,     6.0,    10.4,       0,   14.51,   14.38,   12.74,   12.82,   12.46,   12.73,
917,2020-06-16,,     0.0,    18.7,     6.9,-99.9,    18.2,     4.8,    11.2,       0,   14.60,   14.47,   12.71,   12.81,   12.47,   12.74,
917,2020-06-17,,     0.0,    19.1,     6.7,-99.9,    13.3,     5.8,     9.1,       0,   14.51,   14.39,   12.83,   12.88,   12.42,   12.73,
917,2020-06-18,,     0.0,    19.6,     8.2,-99.9,    12.2,     6.6,     9.2,       0,   14.51,   14.39,   12.73,   12.83,   12.48,   12.76,
917,2020-06-19,,     0.0,    20.4,     3.2,-99.9,    12.0,     2.0,     7.3,       0,   14.56,   14.44,   12.82,   12.87,   12.41,   12.74,
917,2020-06-20,,     0.0,    20.7,     6.9,-99.9,    17.2,     3.2,    10.7,       0,   14.54,   14.41,   12.78,   12.84,   12.51,   12.76,
917,2020-06-21,,     0.0,    20.7,    11.8,-99.9,    20.9,     6.9,    14.0,       0,   14.51,   14.39,   12.74,   12.82,   12.48,   12.75,
917,2020-06-22,,     0.0,    20.8,     7.2,-99.9,    19.9,     7.2,    13.9,       0,   14.44,   14.32,   12.69,   12.80,   12.47,   12.75,
917,2020-06-23,,     0.0,    20.8,     7.6,-99.9,    22.1,     5.5,    13.8,       0,   14.51,   14.39,   12.71,   12.80,   12.41,   12.73,
917,2020-06-24,,     0.0,    20.8,     9.7,-99.9,    25.3,     7.0,    16.3,       0,   14.48,   14.35,   12.66,   12.79,   12.43,   12.73,
917,2020-06-25,,     0.0,    20.9,    12.2,-99.9,    26.1,     9.7,    17.9,       0,   14.39,   14.27,   12.66,   12.79,   12.42,   12.73,
917,2020-06-26,,     0.0,    21.0,     7.2,-99.9,    21.4,     7.1,    14.1,       0,   14.36,   14.25,   12.69,   12.80,   12.39,   12.73,
917,2020-06-27,,     0.0,    21.0,     9.4,-99.9,    26.4,     6.6,    16.8,       0,   14.48,   14.36,   12.64,   12.79,   12.43,   12.73,
917,2020-06-28,,     0.0,    21.4,     9.5,-99.9,    23.6,     8.3,    15.7,       0,   14.35,   14.25,   12.62,   12.78,   12.40,   12.73,
917,2020-06-29,,     0.0,    21.5,     9.4,-99.9,    15.4,     9.3,    11.3,       0,   14.45,   14.32,   12.71,   12.83,   12.37,   12.73,
917,2020-06-30,,     0.0,    22.2,    10.0,-99.9,    12.5,     9.4,    10.9,       0,   14.44,   14.32,   12.69,   12.83,   12.37,   12.72,
917,2020-07-01,,     0.0,    22.2,    10.0,-99.9,    17.0,     8.6,    11.6,       0,   14.51,   14.38,   12.74,   12.83,   12.43,   12.74,
917,2020-07-02,,     0.0,    22.2,    10.1,-99.9,    18.3,     6.2,    12.4,       0,   14.51,   14.38,   12.77,   12.83,   12.47,   12.74,
917,2020-07-03,,     0.0,    22.2,     4.8,-99.9,    20.0,     4.7,    12.4,       0,   14.54,   14.41,   12.71,   12.80,   12.48,   12.74,
917,2020-07-04,,     0.0,    22.2,    13.1,-99.9,    25.6,     4.5,    16.5,       0,   14.54,   14.42,   12.67,   12.80,   12.44,   12.73,
917,2020-07-05,,     0.0,    22.2,     7.7,-99.9,    26.5,     7.7,    16.3,       0,   14.42,   14.30,   12.70,   12.80,   12.44,   12.73,
917,2020-07-06,,     0.0,    22.2,     5.1,-99.9,    21.7,     5.0,    13.4,       0,   14.51,   14.39,   12.68,   12.79,   12.45,   12.73,
917,2020-07-07,,     0.0,    22.2,    16.0,-99.9,    24.3,     4.2,    15.3,       0,   14.57,   14.44,   12.68,   12.79,   12.43,   12.72,
917,2020-07-08,,     0.0,    22.4,    10.2,-99.9,    21.3,    10.2,    15.9,       0,   14.33,   14.22,   12.77,   12.85,   12.41,   12.73,
917,2020-07-09,,     0.0,    22.5,     7.2,-99.9,    14.7,     7.2,    11.6,       0,   14.48,   14.37,   12.76,   12.84,   12.50,   12.75,
917,2020-07-10,,     0.0,    22.5,    15.4,-99.9,    24.1,     3.5,    14.2,       0,   14.60,   14.47,   12.69,   12.81,   12.46,   12.74,
917,2020-07-11,,     0.0,    22.6,     5.9,-99.9,    20.2,     5.8,    12.4,       0,   14.44,   14.33,   12.73,   12.82,   12.42,   12.74,
917,2020-07-12,,     0.0,    22.6,    14.1,-99.9,    25.3,     4.3,    14.6,       0,   14.57,   14.44,   12.69,   12.80,   12.39,   12.73,
917,2020-07-13,,     0.0,    22.6,    10.8,-99.9,    22.1,    10.6,    17.6,       0,   14.33,   14.22,   12.66,   12.79,   12.41,   12.74,
917,2020-07-14,,     0.0,    22.6,     4.4,-99.9,    17.8,     4.1,    11.2,       0,   14.53,   14.40,   12.68,   12.81,   12.43,   12.73,
917,2020-07-15,,     0.0,    22.6,     3.1,-99.9,    19.9,     3.0,    11.2,       0,   14.64,   14.48,   12.65,   12.81,   12.39,   12.72,
917,2020-07-16,,     0.0,    22.7,     6.4,-99.9,    22.3,     2.8,    13.2,       0,   14.57,   14.45,   12.71,   12.80,   12.38,   12.72,
917,2020-07-17,,     0.0,    22.7,     9.8,-99.9,    26.2,     6.4,    16.3,       0,   14.54,   14.41,   12.67,   12.79,   12.39,   12.72,
917,2020-07-18,,     0.0,    22.8,    14.8,-99.9,    23.9,     9.7,    16.0,       0,   14.48,   14.35,   12.56,   12.79,   12.39,   12.73,
917,2020-07-19,,     0.0,    22.8,     6.6,-99.9,    21.4,     6.5,    13.8,       0,   14.45,   14.31,   12.69,   12.80,   12.37,   12.73,
917,2020-07-20,,     0.0,    22.8,    10.6,-99.9,    24.5,     6.5,    15.4,       0,   14.51,   14.40,   12.66,   12.79,   12.39,   12.73,
917,2020-07-21,,     0.0,    22.8,     6.0,-99.9,    20.8,     5.8,    13.2,       0,   14.42,   14.32,   12.65,   12.80,   12.39,   12.72,
917,2020-07-22,,     0.0,    22.8,     8.2,-99.9,    26.7,     5.3,    15.7,       0,   14.57,   14.42,   12.66,   12.80,   12.39,   12.72,
917,2020-07-23,,     0.0,    22.8,    12.0,-99.9,    30.0,     7.3,    19.5,       0,   14.52,   14.39,   12.59,   12.78,   12.40,   12.72,
917,2020-07-24,,     0.0,    22.8,    16.6,-99.9,    27.0,    10.8,    17.7,       0,   14.27,   14.16,   12.60,   12.79,   12.39,   12.72,
917,2020-07-25,,     0.0,    22.8,    16.2,-99.9,    25.1,    10.1,    17.8,       0,   14.39,   14.27,   12.62,   12.79,   12.40,   12.73,
917,2020-07-26,,     0.0,    22.8,     4.6,-99.9,    21.7,     4.6,    14.6,       0,   14.42,   14.31,   12.62,   12.79,   12.41,   12.73,
917,2020-07-27,,     0.0,    22.8,     5.8,-99.9,    24.9,     3.4,    14.0,       0,   14.64,   14.50,   12.60,   12.79,   12.37,   12.71,
917,2020-07-28,,     0.0,    22.8,    13.4,-99.9,    28.4,     4.3,    17.3,       0,   14.64,   14.48,   12.62,   12.79,   12.36,   12.71,
917,2020-07-29,,     0.0,    22.8,    12.3,-99.9,    31.1,    11.8,    21.1,       0,   14.39,   14.28,   12.62,   12.79,   12.39,   12.72,
917,2020-07-30,,     0.0,    22.8,    10.6,-99.9,    30.2,    10.5,    19.3,       0,   14.45,   14.31,   12.64,   12.79,   12.40,   12.72,
917,2020-07-31,,     0.0,    22.8,    13.7,-99.9,    30.3,     9.1,    19.0,       0,   14.48,   14.36,   12.64,   12.79,   12.40,   12.72,
917,2020-08-01,,     0.0,    22.9,    17.1,-99.9,    27.2,    11.2,    19.7,       0,   14.42,   14.29,   12.61,   12.79,   12.41,   12.72,
917,2020-08-02,,     0.0,    22.9,    17.5,-99.9,    27.4,    14.6,    20.8,       0,   14.33,   14.21,   12.65,   12.80,   12.40,   12.73,
917,2020-08-03,,     0.0,    22.9,    18.7,-99.9,    28.0,    13.8,    21.2,       0,   14.29,   14.19,   12.60,   12.79,   12.42,   12.74,
917,2020-08-04,,     0.0,    22.9,    13.4,-99.9,    26.4,    10.8,    16.4,       0,   14.36,   14.24,   12.69,   12.82,   12.41,   12.73,
917,2020-08-05,,     0.0,    22.9,     8.6,-99.9,    25.6,     7.4,    15.9,       0,   14.51,   14.38,   12.59,   12.79,   12.40,   12.75,
917,2020-08-06,,     0.0,    23.0,    20.1,-99.9,    28.0,     7.8,    19.4,       0,   14.54,   14.41,   12.60,   12.80,   12.37,   12.73,
917,2020-08-07,,     0.0,    23.0,    12.7,-99.9,    29.0,    12.2,    20.9,       0,   14.36,   14.24,   12.59,   12.79,   12.40,   12.74,
917,2020-08-08,,     0.0,    23.0,     7.1,-99.9,    19.7,     6.1,    14.3,       0,   14.42,   14.29,   12.64,   12.80,   12.39,   12.73,
917,2020-08-09,,     0.0,    23.0,    12.2,-99.9,    23.8,     3.2,    14.6,       0,   14.66,   14.50,   12.69,   12.82,   12.38,   12.73,
917,2020-08-10,,     0.0,    23.0,     2.5,-99.9,    18.6,     2.5,    11.3,       0,   14.57,   14.43,   12.68,   12.81,   12.40,   12.74,
917,2020-08-11,,     0.0,    23.0,     6.7,-99.9,    25.5,     2.3,    13.6,       0,   14.69,   14.54,   12.64,   12.80,   12.35,   12.72,
917,2020-08-12,,     0.0,    23.0,    13.3,-99.9,    26.6,     5.9,    16.2,       0,   14.57,   14.45,   12.61,   12.79,   12.36,   12.72,
917,2020-08-13,,     0.0,    23.0,    11.0,-99.9,    25.4,     7.5,    16.4,       0,   14.52,   14.40,   12.59,   12.79,   12.37,   12.72,
917,2020-08-14,,     0.0,    23.0,     3.1,-99.9,    19.4,     3.1,    11.6,       0,   14.60,   14.47,   12.70,   12.82,   12.36,   12.71,
917,2020-08-15,,     0.0,    23.0,     4.6,-99.9,    22.1,     2.0,    12.1,       0,   14.69,   14.56,   12.64,   12.81,   12.37,   12.72,
917,2020-08-16,,     0.0,    23.0,     7.7,-99.9,    25.8,     4.0,    15.0,       0,   14.60,   14.47,   12.60,   12.79,   12.37,   12.72,
917,2020-08-17,,     0.0,    23.0,     8.6,-99.9,    30.0,     6.2,    17.1,       0,   14.57,   14.41,   12.56,   12.78,   12.36,   12.71,
917,2020-08-18,,     0.0,    23.0,    13.3,-99.9,-99.9,     7.9,    19.6,       0,   14.52,   14.39,   12.56,   12.78,   12.36,   12.70,
917,2020-08-19,,     0.0,    23.0,    11.1,-99.9,    28.8,    10.3,    19.0,       0,   14.45,   14.32,   12.58,   12.79,   12.38,   12.71,
917,2020-08-20,,     0.0,    23.0,     9.3,-99.9,    26.9,     9.0,    16.6,       0,   14.45,   14.32,   12.60,   12.79,   12.38,   12.71,
917,2020-08-21,,     0.0,    23.0,     8.4,-99.9,    28.8,     8.3,    17.0,       0,   14.48,   14.36,   12.54,   12.78,   12.38,   12.72,
917,2020-08-22,,     0.0,    23.0,    20.9,-99.9,    26.6,     7.4,    17.5,       0,   14.45,   14.34,   12.60,   12.79,   12.36,   12.70,
917,2020-08-23,,     0.0,    23.0,     7.7,-99.9,    27.1,     7.7,    18.6,       0,   14.39,   14.26,   12.59,   12.78,   12.39,   12.72,
917,2020-08-24,,     0.0,    23.0,    13.5,-99.9,    27.4,     5.9,    17.2,       0,   14.54,   14.39,   12.58,   12.79,   12.36,   12.70,
917,2020-08-25,,     0.0,    23.0,    20.2,-99.9,    31.9,     8.6,    21.2,       0,   14.48,   14.36,   12.57,   12.79,   12.38,   12.71,
917,2020-08-26,,     0.0,    23.0,    16.6,-99.9,    26.2,    12.7,    19.5,       0,   14.36,   14.25,   12.54,   12.78,   12.40,   12.72,
917,2020-08-27,,     0.0,    23.0,     7.9,-99.9,    25.2,     7.2,    16.8,       0,   14.36,   14.25,   12.58,   12.78,   12.39,   12.72,
917,2020-08-28,,     0.0,    23.0,     5.1,-99.9,    23.6,     5.1,    16.3,       0,   14.45,   14.33,   12.60,   12.79,   12.38,   12.72,
917,2020-08-29,,     0.0,    23.0,    10.0,-99.9,    23.9,     2.4,    14.0,       0,   14.66,   14.51,   12.61,   12.80,   12.34,   12.71,
917,2020-08-30,,     0.0,    23.0,     9.8,-99.9,    26.9,     6.0,    16.5,       0,   14.60,   14.45,   12.59,   12.79,   12.38,   12.71,
917,2020-08-31,,     0.0,    23.3,     0.2,-99.9,    14.4,    -0.1,     7.7,       0,   14.55,   14.44,   12.63,   12.81,   12.38,   12.71,
917,2020-09-01,,     0.0,    23.3,     9.4,-99.9,    17.5,     0.2,    10.4,       0,   14.69,   14.55,   12.67,   12.83,   12.34,   12.72,
917,2020-09-02,,     0.0,    23.3,    16.0,-99.9,    23.1,     9.0,    16.2,       0,   14.52,   14.41,   12.64,   12.81,   12.38,   12.74,
917,2020-09-03,,     0.0,    23.3,     8.6,-99.9,    23.4,     8.6,    14.3,       0,   14.33,   14.21,   12.64,   12.81,   12.39,   12.74,
917,2020-09-04,,     0.0,    23.3,     9.1,-99.9,    21.4,     1.5,    12.0,       0,   14.70,   14.56,   12.65,   12.81,   12.34,   12.72,
917,2020-09-05,,     0.0,    23.3,    15.2,-99.9,    25.6,     4.2,    15.1,       0,   14.64,   14.47,   12.59,   12.79,   12.37,   12.73,
917,2020-09-06,,     0.0,    23.3,    11.0,-99.9,    30.0,     9.0,    18.1,       0,   14.52,   14.39,   12.58,   12.79,   12.36,   12.71,
917,2020-09-07,,     0.0,    23.4,     5.5,-99.9,    17.7,     5.5,    11.1,       0,   14.60,   14.43,   12.59,   12.79,   12.36,   12.71,
917,2020-09-08,,     0.0,    24.5,     0.0,-99.9,     5.6,    -0.8,     2.5,       0,   14.67,   14.53,   12.66,   12.89,   12.34,   12.68,
917,2020-09-09,,     0.0,    24.6,     7.8,-99.9,     9.7,    -2.9,     4.0,       0,   14.87,   14.73,   12.69,   12.88,   12.31,   12.74,
917,2020-09-10,,     0.0,    24.6,     2.1,-99.9,    18.5,     0.8,     9.0,       0,   14.75,   14.61,   12.57,   12.82,   12.37,   12.75,
917,2020-09-11,,     0.0,    24.6,     5.3,-99.9,    20.8,     1.1,    11.5,       0,   14.75,   14.61,   12.55,   12.81,   12.33,   12.72,
917,2020-09-12,,     0.0,    24.6,     4.8,-99.9,    24.3,     1.5,    11.9,       0,   14.75,   14.59,   12.57,   12.79,   12.34,   12.72,
917,2020-09-13,,     0.0,    24.6,     5.4,-99.9,    24.7,     4.8,    12.8,       0,   14.65,   14.52,   12.60,   12.80,   12.35,   12.71,
917,2020-09-14,,     0.0,    24.6,     6.0,-99.9,    15.8,     2.9,     9.2,       0,   14.65,   14.51,   12.67,   12.83,   12.34,   12.70,
917,2020-09-15,,     0.0,    24.6,     6.9,-99.9,    22.6,     5.8,    13.0,       0,   14.48,   14.36,   12.60,   12.80,   12.35,   12.72,
917,2020-09-16,,     0.0,    24.6,     2.7,-99.9,    20.4,     2.7,    11.6,       0,   14.51,   14.36,   12.63,   12.80,   12.34,   12.70,
917,2020-09-17,,     0.0,    24.6,     3.7,-99.9,    19.3,     0.8,     8.7,       0,   14.75,   14.61,   12.64,   12.82,   12.32,   12.70,
917,2020-09-18,,     0.0,    24.6,    11.2,-99.9,    22.6,     3.2,    12.7,       0,   14.69,   14.56,   12.62,   12.81,   12.34,   12.71,
917,2020-09-19,,     0.0,    24.6,    12.3,-99.9,    23.7,     5.4,    15.1,       0,   14.63,   14.48,   12.61,   12.80,   12.35,   12.71,
917,2020-09-20,,     0.0,    24.6,     9.0,-99.9,    19.4,     8.4,    12.6,       0,   14.36,   14.25,   12.56,   12.80,   12.36,   12.70,
917,2020-09-21,,     0.0,    26.1,     6.6,-99.9,    13.4,     6.5,     9.9,       0,   14.51,   14.39,   12.65,   12.84,   12.35,   12.69,
917,2020-09-22,,     0.0,    26.1,     3.5,-99.9,    19.4,     1.6,     9.5,       0,   14.75,   14.63,   12.63,   12.82,   12.35,   12.73,
917,2020-09-23,,     0.0,    26.1,     5.0,-99.9,    24.1,     2.2,    11.0,       0,   14.75,   14.59,   12.59,   12.80,   12.34,   12.72,
917,2020-09-24,,     0.0,    26.1,    14.2,-99.9,    20.9,     3.3,    12.2,       0,   14.69,   14.51,   12.62,   12.82,   12.33,   12.70,
917,2020-09-25,,     0.0,    26.2,     8.4,-99.9,    18.7,     8.4,    12.3,       0,   14.52,   14.40,   12.61,   12.81,   12.36,   12.72,
917,2020-09-26,,     0.0,    26.2,    10.2,-99.9,    14.3,     7.2,    10.6,       0,   14.61,   14.51,   12.60,   12.81,   12.34,   12.72,
917,2020-09-27,,     0.0,    26.3,     5.5,-99.9,    10.4,     3.8,     7.5,       0,   14.60,   14.48,   12.66,   12.85,   12.35,   12.72,
917,2020-09-28,,     0.0,    26.4,     0.3,-99.9,    11.8,     0.3,     6.3,       0,   14.73,   14.61,   12.64,   12.83,   12.32,   12.73,
917,2020-09-29,,     0.0,    26.4,    12.2,-99.9,    17.6,    -0.7,    10.7,       0,   14.81,   14.66,   12.69,   12.85,   12.29,   12.71,
917,2020-09-30,,     0.0,    26.5,     7.7,-99.9,    21.6,     6.9,    14.5,       0,   14.44,   14.36,   12.46,   12.79,   12.37,   12.75,
917,2020-09-30,23:59,-99.9,    26.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,




