

Montana (MST) SCAN Site Fort Assiniboine #1 - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Mar 23 10:50:11 GMT-08:00 2023. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,PREC.I-2 (in) ,PREC.I-3 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMAX.D-2 (degC) ,TMIN.D-1 (degC) ,TMIN.D-2 (degC) ,TAVG.D-1 (degC) ,TAVG.D-2 (degC) ,SMS.I-1:-2 (pct)  (loam),SMS.I-1:-4 (pct)  (loam),SMS.I-1:-8 (pct)  (loam),SMS.I-1:-20 (pct)  (loam),SMS.I-1:-40 (pct)  (loam),STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-10 (degC) ,STO.I-1:-12 (degC) ,STO.I-1:-16 (degC) ,STO.I-1:-20 (degC) ,STO.I-1:-40 (degC) ,STO.I-1:-80 (degC) ,STO.I-2:-80 (degC) ,STO.I-3:-80 (degC) ,STO.I-4:-80 (degC) ,STO.I-5:-80 (degC) ,RHUMN.D-1 (pct) ,RHUMV.D-1 (pct) ,RHUMX.D-1 (pct) ,
2019,1996-12-31,,-99.9,     2.0,-99.9,   -17.5,   -16.6,-99.9,   -24.7,-99.9,   -20.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -5.4,    -5.1,    -4.6,-99.9,-99.9,-99.9,    -2.0,     1.7,     5.6,-99.9,-99.9,-99.9,-99.9,      47,      68,      73,
2019,1997-01-01,,-99.9,     1.9,-99.9,    -0.2,     4.2,-99.9,   -17.2,-99.9,    -3.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -4.8,    -4.7,    -4.6,-99.9,-99.9,-99.9,    -2.6,     0.9,     4.9,-99.9,-99.9,-99.9,-99.9,      55,      71,      88,
2019,1997-01-02,,-99.9,     2.0,-99.9,     3.5,     8.8,-99.9,     2.1,-99.9,     4.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.0,    -0.9,    -0.9,-99.9,-99.9,-99.9,    -1.0,     0.9,     4.7,-99.9,-99.9,-99.9,-99.9,      51,      62,      76,
2019,1997-01-03,,-99.9,     2.0,-99.9,     0.8,     7.5,-99.9,     0.7,-99.9,     3.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.0,    -0.9,    -0.9,-99.9,-99.9,-99.9,    -1.0,     0.9,     4.6,-99.9,-99.9,-99.9,-99.9,      55,      65,      78,
2019,1997-01-04,,-99.9,     1.9,-99.9,   -10.9,     5.4,-99.9,   -10.9,-99.9,     0.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.0,    -0.9,    -1.0,-99.9,-99.9,-99.9,    -1.0,     0.9,     4.6,-99.9,-99.9,-99.9,-99.9,      51,      67,      82,
2019,1997-01-05,,-99.9,     1.9,-99.9,    -7.9,    -2.1,-99.9,   -13.9,-99.9,    -7.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -3.1,    -2.0,    -1.1,-99.9,-99.9,-99.9,    -0.7,     1.0,     4.5,-99.9,-99.9,-99.9,-99.9,      54,      71,      84,
2019,1997-01-06,,-99.9,     1.8,-99.9,   -12.4,    -6.8,-99.9,   -12.8,-99.9,    -9.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -6.0,    -4.6,    -2.8,-99.9,-99.9,-99.9,    -0.7,     1.2,     4.5,-99.9,-99.9,-99.9,-99.9,      48,      70,      82,
2019,1997-01-07,,-99.9,     2.0,-99.9,    -2.4,     0.6,-99.9,   -13.1,-99.9,    -3.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -4.5,    -4.0,    -3.3,-99.9,-99.9,-99.9,    -0.9,     1.2,     4.4,-99.9,-99.9,-99.9,-99.9,      41,      54,      78,
2019,1997-01-08,,-99.9,     2.0,-99.9,    -2.2,     0.9,-99.9,    -5.9,-99.9,    -1.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -4.0,    -3.5,    -2.9,-99.9,-99.9,-99.9,    -1.0,     1.2,     4.3,-99.9,-99.9,-99.9,-99.9,      51,      63,      82,
2019,1997-01-09,,-99.9,     1.9,-99.9,   -10.9,    -1.0,-99.9,   -10.9,-99.9,    -4.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -4.1,    -3.4,    -2.8,-99.9,-99.9,-99.9,    -1.2,     1.2,     4.3,-99.9,-99.9,-99.9,-99.9,      55,      66,      76,
2019,1997-01-10,,-99.9,     2.3,-99.9,   -22.2,   -11.1,-99.9,   -22.6,-99.9,   -17.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -4.0,    -3.4,    -2.7,-99.9,-99.9,-99.9,    -0.6,     1.9,     4.9,-99.9,-99.9,-99.9,-99.9,      49,      67,      78,
2019,1997-01-11,,-99.9,     1.0,-99.9,   -36.0,   -19.2,-99.9,   -36.4,-99.9,   -27.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -5.8,    -5.0,    -4.0,-99.9,-99.9,-99.9,    -1.4,     1.3,     4.2,-99.9,-99.9,-99.9,-99.9,      25,      52,      67,
2019,1997-01-12,,-99.9,     1.0,-99.9,   -34.4,   -31.0,-99.9,   -37.6,-99.9,   -34.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -7.3,    -6.4,    -5.2,-99.9,-99.9,-99.9,    -1.8,     1.3,     4.2,-99.9,-99.9,-99.9,-99.9,      47,      53,      59,
2019,1997-01-13,,-99.9,     1.1,-99.9,   -34.1,   -24.4,-99.9,   -36.8,-99.9,   -32.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -8.4,    -7.5,    -6.2,-99.9,-99.9,-99.9,    -2.6,     1.2,     4.1,-99.9,-99.9,-99.9,-99.9,      29,      52,      62,
2019,1997-01-14,,-99.9,     1.3,-99.9,   -29.0,   -22.0,-99.9,   -35.5,-99.9,   -30.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -9.1,    -8.2,    -6.9,-99.9,-99.9,-99.9,    -3.2,     1.2,     4.1,-99.9,-99.9,-99.9,-99.9,      38,      55,      66,
2019,1997-01-15,,-99.9,     1.9,-99.9,    -9.1,    -8.5,-99.9,   -29.6,-99.9,   -17.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -8.6,    -8.1,    -7.2,-99.9,-99.9,-99.9,    -3.7,     1.0,     4.0,-99.9,-99.9,-99.9,-99.9,      56,      64,      79,
2019,1997-01-16,,-99.9,     1.5,-99.9,   -25.0,    -3.9,-99.9,   -26.1,-99.9,   -14.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -8.2,    -7.4,    -6.5,-99.9,-99.9,-99.9,    -3.7,     0.9,     4.0,-99.9,-99.9,-99.9,-99.9,      51,      65,      79,
2019,1997-01-17,,-99.9,     1.5,-99.9,   -25.6,   -16.5,-99.9,   -29.9,-99.9,   -24.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -8.8,    -8.1,    -7.0,-99.9,-99.9,-99.9,    -3.9,     0.8,     3.9,-99.9,-99.9,-99.9,-99.9,      34,      60,      73,
2019,1997-01-18,,-99.9,     2.1,-99.9,     2.6,     2.7,-99.9,   -26.1,-99.9,   -14.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -6.6,    -6.7,    -6.5,-99.9,-99.9,-99.9,    -4.0,     0.7,     3.8,-99.9,-99.9,-99.9,-99.9,      57,      67,      85,
2019,1997-01-19,,-99.9,     2.2,-99.9,    -1.1,     5.6,-99.9,    -1.2,-99.9,     2.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -2.7,    -3.1,    -3.7,-99.9,-99.9,-99.9,    -3.4,     0.6,     3.7,-99.9,-99.9,-99.9,-99.9,      56,      69,      85,
2019,1997-01-20,,-99.9,     2.2,-99.9,     1.3,     7.0,-99.9,    -1.6,-99.9,     3.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.6,    -1.9,    -2.5,-99.9,-99.9,-99.9,    -2.5,     0.5,     3.7,-99.9,-99.9,-99.9,-99.9,      42,      61,      85,
2019,1997-01-21,,-99.9,     2.2,-99.9,     0.4,     1.5,-99.9,    -3.8,-99.9,    -0.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.6,    -1.6,    -1.9,-99.9,-99.9,-99.9,    -1.9,     0.5,     3.6,-99.9,-99.9,-99.9,-99.9,      64,      80,      88,
2019,1997-01-22,,-99.9,     2.1,-99.9,   -16.4,     0.0,-99.9,   -17.3,-99.9,   -10.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -2.2,    -2.0,    -1.9,-99.9,-99.9,-99.9,    -1.5,     0.6,     3.5,-99.9,-99.9,-99.9,-99.9,      65,      78,      86,
2019,1997-01-23,,-99.9,     2.1,-99.9,   -15.1,   -13.2,-99.9,   -20.2,-99.9,   -16.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -2.6,    -2.3,    -2.1,-99.9,-99.9,-99.9,    -1.4,     0.6,     3.5,-99.9,-99.9,-99.9,-99.9,      43,      67,      78,
2019,1997-01-24,,-99.9,     2.4,-99.9,   -23.0,   -13.8,-99.9,   -23.0,-99.9,   -17.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -2.6,    -2.1,    -1.7,-99.9,-99.9,-99.9,    -0.7,     1.3,     4.1,-99.9,-99.9,-99.9,-99.9,      48,      67,      78,
2019,1997-01-25,,-99.9,     1.5,-99.9,   -30.2,   -23.4,-99.9,   -30.5,-99.9,   -26.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -3.5,    -3.1,    -2.7,-99.9,-99.9,-99.9,    -1.4,     0.6,     3.4,-99.9,-99.9,-99.9,-99.9,      51,      58,      66,
2019,1997-01-26,,-99.9,     1.5,-99.9,   -28.1,   -27.6,-99.9,   -34.0,-99.9,   -29.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -4.1,    -3.6,    -3.0,-99.9,-99.9,-99.9,    -1.5,     0.6,     3.3,-99.9,-99.9,-99.9,-99.9,      52,      58,      65,
2019,1997-01-27,,-99.9,     1.4,-99.9,   -31.4,   -23.1,-99.9,   -32.2,-99.9,   -27.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -4.5,    -3.9,    -3.3,-99.9,-99.9,-99.9,    -1.7,     0.6,     3.3,-99.9,-99.9,-99.9,-99.9,      41,      55,      64,
2019,1997-01-28,,-99.9,     1.9,-99.9,   -22.9,   -21.2,-99.9,   -31.5,-99.9,   -25.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -4.8,    -4.3,    -3.6,-99.9,-99.9,-99.9,    -1.7,     0.8,     3.5,-99.9,-99.9,-99.9,-99.9,      31,      55,      64,
2019,1997-01-29,,-99.9,     2.3,-99.9,   -19.5,   -11.4,-99.9,   -22.5,-99.9,   -17.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -4.1,    -3.7,    -3.2,-99.9,-99.9,-99.9,    -1.5,     1.2,     3.9,-99.9,-99.9,-99.9,-99.9,      32,      61,      70,
2019,1997-01-30,,-99.9,     2.3,-99.9,     3.2,     3.3,-99.9,   -20.6,-99.9,    -5.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -3.6,    -3.6,    -3.6,-99.9,-99.9,-99.9,    -2.2,     0.5,     3.2,-99.9,-99.9,-99.9,-99.9,      58,      66,      83,
2019,1997-01-31,,-99.9,     2.3,-99.9,     2.4,     5.9,-99.9,     1.5,-99.9,     3.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.6,    -1.8,    -2.2,-99.9,-99.9,-99.9,    -1.9,     0.5,     3.2,-99.9,-99.9,-99.9,-99.9,      55,      64,      74,
2019,1997-02-01,,-99.9,     2.3,-99.9,    -2.7,     6.2,-99.9,    -3.0,-99.9,     2.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.3,    -1.4,    -1.6,-99.9,-99.9,-99.9,    -1.6,     0.4,     3.1,-99.9,-99.9,-99.9,-99.9,      42,      62,      83,
2019,1997-02-02,,-99.9,     2.3,-99.9,    -5.6,     3.6,-99.9,    -6.4,-99.9,    -2.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -2.2,    -1.6,    -1.5,-99.9,-99.9,-99.9,    -1.3,     0.4,     3.1,-99.9,-99.9,-99.9,-99.9,      57,      78,      88,
2019,1997-02-03,,-99.9,     2.3,-99.9,    -4.2,     4.3,-99.9,    -6.0,-99.9,    -1.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -2.0,    -1.6,    -1.6,-99.9,-99.9,-99.9,    -1.2,     0.5,     3.1,-99.9,-99.9,-99.9,-99.9,      49,      73,      88,
2019,1997-02-04,,-99.9,     2.2,-99.9,    -7.3,     1.6,-99.9,    -7.8,-99.9,    -3.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -3.4,    -2.3,    -1.8,-99.9,-99.9,-99.9,    -1.1,     0.5,     3.1,-99.9,-99.9,-99.9,-99.9,      54,      77,      87,
2019,1997-02-05,,-99.9,     2.1,-99.9,   -12.7,    -3.9,-99.9,   -12.7,-99.9,    -8.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -4.8,    -3.5,    -2.6,-99.9,-99.9,-99.9,    -1.2,     0.5,     3.1,-99.9,-99.9,-99.9,-99.9,      80,      85,      89,
2019,1997-02-06,,-99.9,     2.2,-99.9,    -7.7,    -1.3,-99.9,   -14.4,-99.9,    -8.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -5.8,    -4.6,    -3.6,-99.9,-99.9,-99.9,    -1.4,     0.5,     3.0,-99.9,-99.9,-99.9,-99.9,      64,      80,      88,
2019,1997-02-07,,-99.9,     2.2,-99.9,   -10.5,     1.0,-99.9,   -11.0,-99.9,    -6.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -5.9,    -4.8,    -3.8,-99.9,-99.9,-99.9,    -1.9,     0.5,     3.0,-99.9,-99.9,-99.9,-99.9,      43,      73,      86,
2019,1997-02-08,,-99.9,     2.2,-99.9,    -9.9,    -5.1,-99.9,   -13.8,-99.9,    -8.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -5.1,    -4.5,    -4.0,-99.9,-99.9,-99.9,    -2.2,     0.4,     2.9,-99.9,-99.9,-99.9,-99.9,      80,      85,      87,
2019,1997-02-09,,-99.9,     2.2,-99.9,    -9.8,     2.4,-99.9,   -11.5,-99.9,    -5.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -5.6,    -4.6,    -3.9,-99.9,-99.9,-99.9,    -2.4,     0.4,     2.9,-99.9,-99.9,-99.9,-99.9,      48,      74,      85,
2019,1997-02-10,,-99.9,     2.2,-99.9,    -7.6,    -0.6,-99.9,   -12.9,-99.9,    -6.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -5.4,    -4.5,    -4.0,-99.9,-99.9,-99.9,    -2.5,     0.3,     2.9,-99.9,-99.9,-99.9,-99.9,      56,      78,      86,
2019,1997-02-11,,    2.81,     2.2,-99.9,    -5.5,    -1.5,-99.9,   -12.5,-99.9,    -6.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -4.4,    -4.0,    -3.8,-99.9,-99.9,-99.9,    -2.6,     0.3,     2.9,-99.9,-99.9,-99.9,-99.9,      57,      77,      85,
2019,1997-02-12,,    2.81,     2.2,-99.9,    -8.1,    -2.7,-99.9,    -9.5,-99.9,    -6.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -5.6,    -4.7,    -3.9,-99.9,-99.9,-99.9,    -2.4,     0.2,     2.8,-99.9,-99.9,-99.9,-99.9,      40,      66,      76,
2019,1997-02-13,,    2.81,     2.3,-99.9,    -1.5,     4.6,-99.9,    -9.1,-99.9,    -2.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -2.4,    -2.5,    -2.8,-99.9,-99.9,-99.9,    -2.4,     0.2,     2.8,-99.9,-99.9,-99.9,-99.9,      46,      72,      86,
2019,1997-02-14,,    2.81,     2.3,-99.9,    -1.5,     2.6,-99.9,    -3.6,-99.9,    -0.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -2.2,    -2.0,    -2.2,-99.9,-99.9,-99.9,    -2.0,     0.1,     2.7,-99.9,-99.9,-99.9,-99.9,      49,      66,      83,
2019,1997-02-15,,    2.81,     2.3,-99.9,     0.5,     4.0,-99.9,    -2.8,-99.9,     1.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.4,    -1.6,    -1.9,-99.9,-99.9,-99.9,    -1.7,     0.1,     2.7,-99.9,-99.9,-99.9,-99.9,      43,      60,      76,
2019,1997-02-16,,    2.81,     2.3,-99.9,     3.3,     4.5,-99.9,    -3.7,-99.9,     0.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.3,    -1.4,    -1.6,-99.9,-99.9,-99.9,    -1.4,     0.1,     2.7,-99.9,-99.9,-99.9,-99.9,      47,      68,      87,
2019,1997-02-17,,    2.81,     2.3,-99.9,     2.8,    10.7,-99.9,     2.2,-99.9,     6.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.1,    -1.2,    -1.3,-99.9,-99.9,-99.9,    -1.3,     0.2,     2.7,-99.9,-99.9,-99.9,-99.9,      29,      45,      66,
2019,1997-02-18,,    2.81,     2.3,-99.9,    -2.9,     9.9,-99.9,    -2.9,-99.9,     4.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.0,    -0.8,    -0.9,-99.9,-99.9,-99.9,    -1.1,     0.2,     2.6,-99.9,-99.9,-99.9,-99.9,      36,      51,      82,
2019,1997-02-19,,    2.81,     2.3,-99.9,     1.2,     7.3,-99.9,    -3.6,-99.9,     1.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -0.9,    -0.9,    -0.9,-99.9,-99.9,-99.9,    -1.0,     0.3,     2.6,-99.9,-99.9,-99.9,-99.9,      41,      64,      89,
2019,1997-02-20,,    2.81,     2.3,-99.9,     0.5,     7.2,-99.9,     0.5,-99.9,     3.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -0.9,    -0.9,    -0.9,-99.9,-99.9,-99.9,    -1.0,     0.3,     2.6,-99.9,-99.9,-99.9,-99.9,      38,      53,      69,
2019,1997-02-21,,    2.85,     2.3,-99.9,     0.0,     6.4,-99.9,    -1.6,-99.9,     1.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -0.9,    -0.9,    -0.9,-99.9,-99.9,-99.9,    -0.8,     0.3,     2.6,-99.9,-99.9,-99.9,-99.9,      38,      59,      76,
2019,1997-02-22,,    2.85,     2.3,-99.9,    -1.3,     6.0,-99.9,    -3.4,-99.9,     0.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -0.9,    -0.8,    -0.9,-99.9,-99.9,-99.9,    -0.7,     0.3,     2.6,-99.9,-99.9,-99.9,-99.9,      36,      60,      79,
2019,1997-02-23,,    2.85,     2.3,-99.9,   -10.6,    -1.1,-99.9,   -11.9,-99.9,    -7.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -0.9,    -0.8,    -0.9,-99.9,-99.9,-99.9,    -0.7,     0.3,     2.6,-99.9,-99.9,-99.9,-99.9,      38,      64,      80,
2019,1997-02-24,,    2.85,     2.3,-99.9,    -7.5,     4.1,-99.9,   -10.3,-99.9,    -4.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.0,    -0.8,    -0.9,-99.9,-99.9,-99.9,    -0.6,     0.3,     2.6,-99.9,-99.9,-99.9,-99.9,      44,      70,      83,
2019,1997-02-25,,    2.85,     2.5,-99.9,     2.1,    10.3,-99.9,    -9.0,-99.9,     1.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.0,    -0.8,    -0.9,-99.9,-99.9,-99.9,    -0.6,     0.4,     2.6,-99.9,-99.9,-99.9,-99.9,      33,      59,      87,
2019,1997-02-26,,    2.85,     2.3,-99.9,    -4.4,     4.7,-99.9,    -5.2,-99.9,     0.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.0,    -0.8,    -0.9,-99.9,-99.9,-99.9,    -0.5,     0.4,     2.6,-99.9,-99.9,-99.9,-99.9,      33,      58,      71,
2019,1997-02-27,,    2.85,     2.3,-99.9,    -4.4,     4.6,-99.9,    -9.1,-99.9,    -2.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.0,    -0.8,    -0.9,-99.9,-99.9,-99.9,    -0.5,     0.4,     2.6,-99.9,-99.9,-99.9,-99.9,      21,      58,      83,
2019,1997-02-28,,    2.92,     2.4,-99.9,    -8.8,    -4.4,-99.9,   -11.0,-99.9,    -6.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.0,    -0.8,    -0.9,-99.9,-99.9,-99.9,    -0.5,     0.4,     2.6,-99.9,-99.9,-99.9,-99.9,      72,      79,      85,
2019,1997-03-01,,    2.96,     2.4,-99.9,    -6.8,    -2.7,-99.9,   -11.9,-99.9,    -7.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.0,    -0.8,    -0.9,-99.9,-99.9,-99.9,    -0.4,     0.4,     2.6,-99.9,-99.9,-99.9,-99.9,      53,      69,      83,
2019,1997-03-02,,    2.96,     2.5,-99.9,    -2.8,     1.9,-99.9,   -11.3,-99.9,    -4.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.0,    -0.8,    -0.9,-99.9,-99.9,-99.9,    -0.4,     0.4,     2.6,-99.9,-99.9,-99.9,-99.9,      35,      69,      84,
2019,1997-03-03,,    2.96,     2.4,-99.9,    -8.2,     0.5,-99.9,    -8.2,-99.9,    -4.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.0,    -0.9,    -0.9,-99.9,-99.9,-99.9,    -0.4,     0.5,     2.6,-99.9,-99.9,-99.9,-99.9,      58,      80,      87,
2019,1997-03-04,,    2.96,     2.3,-99.9,   -16.2,    -8.3,-99.9,   -16.2,-99.9,   -11.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.2,    -0.8,    -0.9,-99.9,-99.9,-99.9,    -0.4,     0.5,     2.6,-99.9,-99.9,-99.9,-99.9,      56,      72,      84,
2019,1997-03-05,,    3.00,     2.3,-99.9,   -13.6,    -1.8,-99.9,   -17.1,-99.9,   -10.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.5,    -0.9,    -0.9,-99.9,-99.9,-99.9,    -0.4,     0.5,     2.6,-99.9,-99.9,-99.9,-99.9,      56,      71,      79,
2019,1997-03-06,,    3.00,     2.4,-99.9,   -10.5,    -3.3,-99.9,   -14.1,-99.9,    -9.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.9,    -1.1,    -0.9,-99.9,-99.9,-99.9,    -0.4,     0.5,     2.6,-99.9,-99.9,-99.9,-99.9,      33,      60,      82,
2019,1997-03-07,,    3.00,     2.5,-99.9,     0.9,     7.4,-99.9,   -10.9,-99.9,    -2.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.1,    -1.0,    -1.0,-99.9,-99.9,-99.9,    -0.5,     0.5,     2.6,-99.9,-99.9,-99.9,-99.9,      39,      65,      80,
2019,1997-03-08,,    3.00,     2.5,-99.9,     0.7,    10.8,-99.9,    -1.2,-99.9,     3.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.0,    -0.9,    -0.9,-99.9,-99.9,-99.9,    -0.5,     0.5,     2.6,-99.9,-99.9,-99.9,-99.9,      29,      52,      75,
2019,1997-03-09,,    3.00,     2.5,-99.9,    -3.2,     2.9,-99.9,    -3.6,-99.9,    -0.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.0,    -0.9,    -0.9,-99.9,-99.9,-99.9,    -0.5,     0.5,     2.6,-99.9,-99.9,-99.9,-99.9,      36,      56,      73,
2019,1997-03-10,,    3.00,     2.5,-99.9,     1.5,     5.8,-99.9,    -4.3,-99.9,     1.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.0,    -0.9,    -0.9,-99.9,-99.9,-99.9,    -0.5,     0.5,     2.6,-99.9,-99.9,-99.9,-99.9,      28,      53,      73,
2019,1997-03-11,,    3.00,     2.5,-99.9,    -2.3,     7.2,-99.9,    -2.3,-99.9,     2.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -0.9,    -0.9,    -0.9,-99.9,-99.9,-99.9,    -0.4,     0.5,     2.6,-99.9,-99.9,-99.9,-99.9,      24,      53,      80,
2019,1997-03-12,,    3.00,     2.4,-99.9,    -4.7,     1.5,-99.9,    -4.7,-99.9,    -1.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.0,    -0.8,    -0.9,-99.9,-99.9,-99.9,    -0.4,     0.5,     2.6,-99.9,-99.9,-99.9,-99.9,      71,      83,      91,
2019,1997-03-13,,    3.12,     2.4,-99.9,   -15.4,    -3.1,-99.9,   -15.4,-99.9,    -7.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -0.9,    -0.8,    -0.9,-99.9,-99.9,-99.9,    -0.4,     0.5,     2.6,-99.9,-99.9,-99.9,-99.9,      72,      79,      85,
2019,1997-03-14,,    3.12,     2.5,-99.9,   -24.3,   -12.2,-99.9,   -24.3,-99.9,   -17.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -0.3,    -0.2,    -0.2,-99.9,-99.9,-99.9,     0.3,     1.2,     3.2,-99.9,-99.9,-99.9,-99.9,      44,      66,      77,
2019,1997-03-15,,    3.12,     2.5,-99.9,   -23.4,   -12.8,-99.9,   -29.1,-99.9,   -20.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.3,    -0.4,    -0.2,-99.9,-99.9,-99.9,     0.3,     1.2,     3.2,-99.9,-99.9,-99.9,-99.9,      49,      65,      77,
2019,1997-03-16,,    3.16,     2.4,-99.9,   -10.1,    -6.0,-99.9,   -25.8,-99.9,   -15.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -2.4,    -1.7,    -1.1,-99.9,-99.9,-99.9,    -0.5,     0.5,     2.6,-99.9,-99.9,-99.9,-99.9,      57,      72,      85,
2019,1997-03-17,,    3.20,     2.4,-99.9,    -4.3,     4.9,-99.9,   -10.7,-99.9,    -2.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.1,    -1.1,    -1.1,-99.9,-99.9,-99.9,    -0.6,     0.5,     2.5,-99.9,-99.9,-99.9,-99.9,      57,      74,      86,
2019,1997-03-18,,    3.20,     2.5,-99.9,   -11.3,    -1.4,-99.9,   -11.3,-99.9,    -6.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.5,    -1.0,    -1.0,-99.9,-99.9,-99.9,    -0.6,     0.5,     2.6,-99.9,-99.9,-99.9,-99.9,      61,      78,      84,
2019,1997-03-19,,    3.20,     2.6,-99.9,     4.2,    15.8,-99.9,   -13.2,-99.9,     3.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    -1.1,    -1.1,    -1.2,-99.9,-99.9,-99.9,    -0.6,     0.5,     2.5,-99.9,-99.9,-99.9,-99.9,      30,      59,      84,
