

Montana (MST) SCAN Site Fort Assiniboine #1 - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Mar 23 10:50:32 GMT-08:00 2023. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,PREC.I-2 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMAX.D-2 (degC) ,TMIN.D-1 (degC) ,TMIN.D-2 (degC) ,TAVG.D-1 (degC) ,TAVG.D-2 (degC) ,PRCP.D-1 (in) ,SMS.I-1:-2 (pct)  (loam),SMS.I-1:-4 (pct)  (loam),SMS.I-1:-8 (pct)  (loam),SMS.I-1:-20 (pct)  (loam),SMS.I-1:-40 (pct)  (loam),STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-20 (degC) ,STO.I-1:-40 (degC) ,STO.I-1:-80 (degC) ,
2019,2004-10-01,,-99.9,-99.9,    -3.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    14.3,    18.1,    22.7,    15.9,    19.8,    12.0,    13.0,    14.3,    15.1,    14.5,    13.0,
2019,2004-10-02,,-99.9,-99.9,     3.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    13.7,    17.6,    22.5,    15.6,    19.8,    10.2,    11.1,    12.6,    14.4,    14.5,    13.0,
2019,2004-10-03,,-99.9,-99.9,     4.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    13.2,    17.4,    22.3,    15.6,    19.8,    11.4,    12.1,    13.0,    13.9,    14.3,    13.0,
2019,2004-10-04,,-99.9,-99.9,     1.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    12.8,    16.9,    22.5,    15.6,    19.7,    11.2,    11.9,    13.0,    13.8,    14.1,    12.9,
2019,2004-10-05,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2019,2004-10-06,,     0.0,    0.00,    10.2,    28.5,-99.9,-99.9,-99.9,-99.9,-99.9,    0.05,    11.0,    13.9,    20.6,    20.2,    19.1,    11.0,    12.1,    12.9,    13.1,    13.5,-99.9,
2019,2004-10-07,,     0.0,    0.00,    12.5,    29.9,-99.9,     7.8,-99.9,    17.9,-99.9,    0.00,    11.1,    14.0,    21.1,    21.9,    19.5,    13.5,    13.7,    13.5,    12.9,    13.4,-99.9,
2019,2004-10-08,,     0.0,    0.03,     5.4,    23.7,-99.9,     2.5,-99.9,    12.5,-99.9,    0.03,    10.8,    13.5,    20.9,    22.2,    19.5,     9.9,    11.7,    12.7,    13.0,    13.3,-99.9,
2019,2004-10-09,,     0.1,    0.03,    14.4,    26.5,-99.9,    -0.5,-99.9,    13.4,-99.9,    0.00,    10.9,    13.6,    21.1,    22.2,    19.4,    12.0,    12.5,    12.6,    12.7,    13.3,-99.9,
2019,2004-10-10,,     0.1,    0.03,     5.8,    30.0,-99.9,     4.3,-99.9,    14.0,-99.9,    0.00,    10.7,    13.4,    21.1,    22.2,    19.6,    12.0,    13.1,    13.1,    12.7,    13.2,-99.9,
2019,2004-10-11,,     0.1,    0.03,     6.4,    16.8,-99.9,     2.2,-99.9,     9.6,-99.9,    0.00,    10.1,    13.3,    20.9,    22.2,    19.1,    10.1,    11.6,    12.5,    12.7,    13.2,-99.9,
2019,2004-10-12,,     0.1,    0.03,    10.8,    19.1,-99.9,    -0.7,-99.9,     9.9,-99.9,    0.00,    10.0,    12.9,    20.9,    22.5,    19.6,    10.6,    11.4,    11.8,    12.5,    13.1,-99.9,
2019,2004-10-13,,     0.1,    0.03,     3.0,    18.5,-99.9,     3.0,-99.9,    11.0,-99.9,    0.00,     9.5,    12.6,    20.9,    22.4,    19.6,     9.0,    10.9,    11.9,    12.4,    13.1,-99.9,
2019,2004-10-14,,     0.1,    0.03,    12.8,    18.3,-99.9,    -2.2,-99.9,     9.7,-99.9,    0.00,     9.8,    12.7,    20.7,    22.4,    19.4,    11.7,    11.8,    11.6,    12.1,    12.9,-99.9,
2019,2004-10-15,,     0.1,    0.05,     6.7,    14.2,-99.9,     6.6,-99.9,    11.1,-99.9,    0.02,     9.2,    12.6,    20.9,    22.2,    19.1,     9.8,    10.7,    11.3,    12.2,    12.8,-99.9,
2019,2004-10-16,,     0.2,    0.05,     6.9,    11.1,-99.9,     5.1,-99.9,     7.0,-99.9,    0.00,     9.0,    12.3,    20.6,    22.4,    19.5,     9.4,    10.4,    11.2,    12.0,    12.8,-99.9,
2019,2004-10-17,,     0.4,    0.19,    -0.3,     8.2,-99.9,    -0.3,-99.9,     5.2,-99.9,    0.14,     8.5,    12.3,    20.6,    22.2,    19.5,     7.6,     9.4,    10.4,    11.8,    12.7,-99.9,
2019,2004-10-18,,     0.5,    0.19,    -0.2,    -0.2,-99.9,    -4.0,-99.9,    -2.5,-99.9,    0.00,    13.1,    11.9,    20.4,    22.1,    19.7,     4.5,     6.2,     8.0,    11.3,    12.6,-99.9,
2019,2004-10-19,,     0.6,    0.51,    -0.4,     2.3,-99.9,    -0.8,-99.9,     0.4,-99.9,    0.32,    19.9,    20.4,    19.9,    22.1,    19.4,     3.6,     4.8,     6.5,    10.5,    12.4,-99.9,
2019,2004-10-20,,     0.6,    0.51,    -1.0,     0.8,-99.9,    -3.4,-99.9,    -1.0,-99.9,    0.00,    20.2,    24.2,    19.8,    21.7,    19.3,     3.0,     4.2,     5.9,     9.8,    12.0,-99.9,
2019,2004-10-21,,     0.8,    0.54,     1.0,     2.4,-99.9,    -2.4,-99.9,     0.2,-99.9,    0.03,    20.3,    24.7,    19.8,    21.6,    18.9,     4.1,     4.8,     5.7,     9.2,    11.7,-99.9,
2019,2004-10-22,,     0.9,    0.60,     1.0,     4.7,-99.9,     0.4,-99.9,     2.2,-99.9,    0.06,    20.4,    24.3,    19.9,    21.5,    19.1,     5.1,     5.7,     6.4,     9.0,    11.4,-99.9,
2019,2004-10-23,,     0.9,    0.61,     4.5,    11.5,-99.9,    -0.6,-99.9,     4.9,-99.9,    0.01,    20.0,    24.2,    20.0,    21.3,    19.2,     5.3,     6.3,     6.9,     8.9,    11.1,-99.9,
2019,2004-10-24,,     0.9,    0.61,    -1.4,    11.4,-99.9,    -2.0,-99.9,     5.2,-99.9,    0.00,    19.2,    23.2,    19.8,    21.1,    19.1,     3.6,     5.3,     6.6,     8.9,    10.9,-99.9,
2019,2004-10-25,,     0.9,    0.61,    -0.5,     8.7,-99.9,    -4.5,-99.9,     1.8,-99.9,    0.00,    18.8,    22.5,    19.7,    21.5,    19.5,     2.9,     4.3,     5.4,     8.5,    10.8,-99.9,
2019,2004-10-26,,     0.9,    0.61,    -2.9,     9.8,-99.9,    -3.1,-99.9,     2.4,-99.9,    0.00,    18.4,    22.1,    19.8,    21.3,    19.4,     2.7,     4.1,     5.2,     8.2,    10.6,-99.9,
2019,2004-10-27,,     0.9,    0.61,    -1.1,    14.9,-99.9,    -4.4,-99.9,     3.4,-99.9,    0.00,    18.3,    21.7,    19.8,    21.1,    19.3,     3.6,     4.8,     5.5,     7.9,    10.3,-99.9,
2019,2004-10-28,,     0.9,    0.61,    -3.6,     6.4,-99.9,    -4.4,-99.9,    -0.5,-99.9,    0.00,    18.0,    21.4,    19.8,    20.9,    19.1,     2.8,     4.1,     5.2,     7.7,    10.1,-99.9,
2019,2004-10-29,,     0.9,    0.61,    -2.8,     9.1,-99.9,    -5.7,-99.9,     0.2,-99.9,    0.00,    18.0,    21.1,    19.6,    20.9,    19.0,     2.4,     3.6,     4.6,     7.5,     9.9,-99.9,
2019,2004-10-30,,     0.9,    0.61,     2.8,     9.4,-99.9,    -5.5,-99.9,     1.4,-99.9,    0.00,    17.7,    20.8,    19.5,    20.8,    18.9,     2.4,     3.4,     4.2,     7.2,     9.8,-99.9,
2019,2004-10-31,,     0.9,    0.61,     1.4,    11.0,-99.9,     1.3,-99.9,     6.2,-99.9,    0.00,    17.7,    20.8,    19.9,    20.7,    19.2,     3.1,     4.2,     5.0,     7.1,     9.6,-99.9,
2019,2004-11-01,,     0.9,    0.61,    -1.3,     6.9,-99.9,    -2.9,-99.9,     1.3,-99.9,    0.00,    17.5,    20.5,    19.9,    20.6,    18.7,     2.2,     3.4,     4.5,     7.1,     9.4,-99.9,
2019,2004-11-02,,     0.9,    0.61,     6.2,     6.6,-99.9,    -4.8,-99.9,     1.6,-99.9,    0.00,    17.4,    20.1,    19.9,    20.6,    18.9,     2.7,     3.3,     3.9,     6.8,     9.2,-99.9,
2019,2004-11-03,,     0.9,    0.61,     8.4,    17.9,-99.9,     6.1,-99.9,    11.0,-99.9,    0.00,    17.7,    20.3,    20.4,    20.4,    19.0,     6.4,     6.5,     6.2,     6.9,     9.1,-99.9,
2019,2004-11-04,,     0.9,    0.61,    -0.4,     9.3,-99.9,    -0.4,-99.9,     4.5,-99.9,    0.00,    17.2,    20.0,    20.1,    20.8,    19.0,     3.3,     4.7,     5.8,     7.3,     9.0,-99.9,
2019,2004-11-05,,     0.9,    0.61,     5.5,    11.8,-99.9,    -7.5,-99.9,     2.8,-99.9,    0.00,    17.1,    19.6,    20.1,    20.5,    18.7,     3.6,     4.3,     4.9,     7.0,     9.0,-99.9,
2019,2004-11-06,,     0.9,    0.61,    13.0,    19.6,-99.9,     5.4,-99.9,    12.0,-99.9,    0.00,    17.5,    19.7,    20.5,    20.4,    19.2,     7.6,     7.2,     6.7,     7.0,     8.9,-99.9,
2019,2004-11-07,,     0.9,    0.61,     3.7,    13.7,-99.9,     3.6,-99.9,     9.6,-99.9,    0.00,    17.3,    19.5,    20.5,    20.4,    18.9,     6.8,     7.2,     7.4,     7.5,     8.8,-99.9,
2019,2004-11-08,,     1.0,    0.66,    -1.0,     7.3,-99.9,    -1.1,-99.9,     2.3,-99.9,    0.05,    16.6,    19.0,    20.3,    20.5,    18.9,     4.2,     5.5,     6.4,     7.7,     8.9,-99.9,
2019,2004-11-09,,     1.0,    0.66,     4.3,    12.4,-99.9,    -5.0,-99.9,     2.3,-99.9,    0.00,    16.4,    18.8,    20.3,    20.6,    18.9,     3.2,     4.5,     5.5,     7.4,     8.9,-99.9,
2019,2004-11-10,,     1.0,    0.66,     3.9,     9.0,-99.9,    -1.0,-99.9,     4.5,-99.9,    0.00,    16.4,    18.8,    20.4,    20.5,    18.7,     4.9,     5.2,     5.4,     7.1,     8.8,-99.9,
2019,2004-11-11,,     1.0,    0.66,    -6.8,     5.5,-99.9,    -7.2,-99.9,     1.7,-99.9,    0.00,    15.9,    18.4,    20.1,    20.6,    19.1,     1.9,     3.5,     4.8,     7.1,     8.8,-99.9,
2019,2004-11-12,,     1.0,    0.66,    -5.5,     6.3,-99.9,    -9.1,-99.9,    -2.9,-99.9,    0.00,    15.7,    18.0,    19.9,    20.4,    18.8,     0.8,     1.9,     3.1,     6.6,     8.7,-99.9,
2019,2004-11-13,,     1.0,    0.66,    -6.2,     9.9,-99.9,    -8.2,-99.9,    -1.6,-99.9,    0.00,    15.7,    18.0,    19.9,    20.0,    18.6,     0.6,     1.4,     2.4,     6.0,     8.5,-99.9,
2019,2004-11-14,,     1.0,    0.66,    -4.9,     9.8,-99.9,   -10.0,-99.9,    -1.1,-99.9,    0.00,    15.9,    17.6,    19.8,    19.9,    18.9,     0.4,     0.9,     1.7,     5.6,     8.3,-99.9,
2019,2004-11-15,,     1.0,    0.66,     7.7,    12.2,-99.9,    -7.6,-99.9,     3.2,-99.9,    0.00,    16.0,    17.6,    19.7,    19.8,    18.6,     1.7,     1.5,     1.9,     5.3,     8.1,-99.9,
2019,2004-11-16,,     1.0,    0.66,     8.4,    16.6,-99.9,     4.9,-99.9,    11.0,-99.9,    0.00,    16.1,    18.1,    20.3,    19.9,    18.7,     5.1,     4.8,     4.5,     5.3,     7.8,-99.9,
2019,2004-11-17,,     1.0,    0.66,     4.1,    12.8,-99.9,     2.8,-99.9,     8.5,-99.9,    0.00,    15.8,    18.1,    20.5,    20.0,    18.9,     4.1,     4.8,     5.2,     5.9,     7.7,-99.9,
2019,2004-11-18,,     1.0,    0.66,    -3.4,    13.1,-99.9,    -3.4,-99.9,     4.7,-99.9,    0.00,    15.4,    18.0,    20.4,    20.0,    18.6,     2.1,     3.5,     4.6,     6.1,     7.8,-99.9,
2019,2004-11-19,,     1.0,    0.66,     1.8,    13.2,-99.9,    -5.8,-99.9,     3.3,-99.9,    0.00,    15.5,    17.9,    20.2,    20.1,    18.9,     3.7,     3.9,     4.0,     5.9,     7.8,-99.9,
2019,2004-11-20,,     1.0,    0.66,    -5.1,     4.3,-99.9,    -5.3,-99.9,    -0.1,-99.9,    0.00,    15.0,    17.6,    20.3,    20.0,    18.6,     1.2,     2.4,     3.5,     5.8,     7.7,-99.9,
2019,2004-11-21,,     1.0,    0.66,    -6.1,     2.7,-99.9,   -10.3,-99.9,    -3.9,-99.9,    0.00,-99.9,    17.2,    19.9,    20.0,    18.8,     0.1,     1.0,     2.0,     5.4,     7.6,-99.9,
2019,2004-11-22,,     1.0,    0.66,     2.5,     7.1,-99.9,    -6.1,-99.9,     1.2,-99.9,    0.00,    15.3,    17.0,    20.0,    19.7,    18.6,     0.7,     1.0,     1.7,     5.0,     7.5,-99.9,
2019,2004-11-23,,     1.0,    0.66,    -7.9,     4.0,-99.9,    -9.3,-99.9,    -0.7,-99.9,    0.00,    14.7,    17.2,    20.0,    19.7,    18.5,     0.4,     1.3,     2.1,     4.9,     7.3,-99.9,
2019,2004-11-24,,     1.0,    0.66,    -7.4,     0.8,-99.9,   -12.3,-99.9,    -6.6,-99.9,    0.00,     8.7,    16.5,    19.8,    19.7,    18.6,    -0.9,     0.3,     1.2,     4.7,     7.2,-99.9,
2019,2004-11-25,,     1.0,    0.66,     8.2,    10.1,-99.9,    -9.2,-99.9,     1.5,-99.9,    0.00,    15.1,    16.0,    19.8,    19.3,    18.5,     0.8,     0.3,     1.0,     4.3,     7.0,-99.9,
2019,2004-11-26,,     1.0,    0.68,    -1.0,     8.4,-99.9,    -1.0,-99.9,     4.8,-99.9,    0.02,    15.1,    16.9,    20.2,    19.5,    18.7,     2.0,     2.3,     2.7,     4.4,     6.8,-99.9,
2019,2004-11-27,,     1.1,    0.70,    -7.4,     0.8,-99.9,    -7.4,-99.9,    -1.9,-99.9,    0.02,    14.8,    16.8,    20.2,    19.5,    18.9,     1.0,     1.7,     2.3,     4.5,     6.7,-99.9,
2019,2004-11-28,,     1.1,    0.70,    -8.5,     1.6,-99.9,    -9.2,-99.9,    -5.3,-99.9,    0.00,    11.7,    16.5,    20.1,    19.5,    18.4,     0.1,     0.8,     1.5,     4.4,     6.7,-99.9,
2019,2004-11-29,,     1.1,    0.70,    -8.9,    -1.3,-99.9,    -9.8,-99.9,    -5.5,-99.9,    0.00,     9.8,    16.2,    20.0,    19.3,    18.4,    -0.4,     0.5,     1.2,     4.2,     6.6,-99.9,
2019,2004-11-30,,     1.1,    0.70,    -1.0,     4.0,-99.9,    -8.9,-99.9,    -2.4,-99.9,    0.00,     9.5,    15.3,    20.0,    19.4,    18.5,    -0.3,     0.3,     0.9,     4.0,     6.5,-99.9,
2019,2004-12-01,,     1.1,    0.70,    -2.7,     5.0,-99.9,    -3.5,-99.9,     0.2,-99.9,    0.00,     9.6,    15.0,    19.8,    19.3,    18.5,    -0.3,     0.3,     0.8,     3.8,     6.3,-99.9,
2019,2004-12-02,,     1.1,    0.70,    -2.3,     1.6,-99.9,    -7.2,-99.9,    -1.5,-99.9,    0.00,     9.1,    12.8,    20.0,    19.4,-99.9,    -0.4,     0.1,     0.7,     3.7,     6.2,-99.9,
2019,2004-12-03,,     1.1,    0.70,     3.4,     7.3,-99.9,    -4.0,-99.9,     1.5,-99.9,    0.00,    10.5,    12.8,    19.9,    19.2,    18.5,     0.2,     0.2,     0.6,     3.5,     6.0,-99.9,
2019,2004-12-04,,     1.1,    0.70,     5.1,     9.8,-99.9,     1.0,-99.9,     5.6,-99.9,    0.00,    15.2,    15.8,    20.0,    19.3,    18.5,     0.5,     0.3,     0.8,     3.4,     5.9,-99.9,
2019,2004-12-05,,     1.1,    0.70,    -0.2,     9.2,-99.9,    -0.2,-99.9,     4.5,-99.9,    0.00,    15.3,    16.6,    20.4,    19.2,    18.4,     1.9,     2.2,     2.2,     3.5,     5.8,-99.9,
2019,2004-12-06,,     1.1,    0.70,    -6.4,    -0.2,-99.9,    -7.0,-99.9,    -3.2,-99.9,    0.00,    14.7,    16.2,    20.1,    19.1,    18.6,     0.3,     0.9,     1.5,     3.7,     5.8,-99.9,
2019,2004-12-07,,     1.1,    0.70,   -10.2,    -6.3,-99.9,   -11.9,-99.9,    -9.4,-99.9,    0.00,     8.3,    14.8,    20.1,    19.3,    18.4,    -1.3,     0.2,     0.9,     3.6,     5.8,-99.9,
2019,2004-12-08,,     1.1,    0.70,    -9.4,    -4.3,-99.9,   -13.3,-99.9,    -9.3,-99.9,    0.00,     8.1,    11.3,    19.8,    19.0,    18.6,    -1.2,    -0.4,     0.4,     3.4,     5.7,-99.9,
2019,2004-12-09,,     1.2,    0.71,     0.7,     0.7,-99.9,    -9.4,-99.9,    -5.0,-99.9,    0.01,     8.6,    11.2,    19.8,    18.9,    18.4,    -0.7,    -0.2,     0.3,     3.2,     5.6,-99.9,
2019,2004-12-10,,     1.2,    0.72,     0.5,     7.1,-99.9,     0.0,-99.9,     2.2,-99.9,    0.01,     9.3,    11.9,    19.9,    19.1,    18.5,    -0.2,     0.1,     0.4,     3.1,     5.5,-99.9,
2019,2004-12-11,,     1.2,    0.72,    11.3,    12.5,-99.9,    -3.1,-99.9,     4.9,-99.9,    0.00,    14.9,    12.3,    20.0,    19.1,    18.7,     0.8,     0.2,     0.4,     3.0,     5.4,-99.9,
2019,2004-12-12,,     1.2,    0.72,    -4.4,    13.1,-99.9,    -4.4,-99.9,     6.9,-99.9,    0.00,    14.9,    16.3,    20.3,    19.0,    18.4,     0.5,     1.0,     1.4,     3.0,     5.3,-99.9,
2019,2004-12-13,,     1.2,    0.72,    -8.8,     1.3,-99.9,    -9.8,-99.9,    -4.5,-99.9,    0.00,     8.6,    15.8,    20.2,    18.9,    18.6,    -0.9,     0.3,     0.8,     3.2,     5.3,-99.9,
2019,2004-12-14,,     1.2,    0.72,    -9.0,     0.5,-99.9,   -11.2,-99.9,    -6.4,-99.9,    0.00,     7.6,    10.7,    19.8,    19.0,    18.6,    -2.1,    -0.7,     0.4,     3.1,     5.2,-99.9,
2019,2004-12-15,,     1.2,    0.72,     2.2,    13.3,-99.9,    -9.0,-99.9,     4.2,-99.9,    0.00,    11.7,    11.6,    20.0,    18.9,    18.3,     0.2,     0.1,     0.3,     2.9,     5.1,-99.9,
2019,2004-12-16,,     1.2,    0.72,    -0.4,     9.4,-99.9,    -4.2,-99.9,     3.3,-99.9,    0.00,-99.9,    12.7,    20.0,    19.0,    18.5,     0.1,     0.2,     0.4,     2.8,     5.1,-99.9,
2019,2004-12-17,,     1.2,    0.72,     6.1,     9.8,-99.9,    -6.3,-99.9,     3.0,-99.9,    0.00,    12.5,    12.7,    20.1,    19.0,    18.2,     0.3,     0.2,     0.5,     2.8,     5.0,-99.9,
2019,2004-12-18,,     1.2,    0.72,     1.7,    12.0,-99.9,     0.0,-99.9,     5.6,-99.9,    0.00,-99.9,    15.6,    20.0,    18.8,    18.2,     0.2,     0.3,     0.6,     2.8,     4.9,-99.9,
2019,2004-12-19,,     1.2,    0.72,    -3.5,     9.3,-99.9,    -4.0,-99.9,     0.7,-99.9,    0.00,-99.9,    15.9,    20.1,    18.9,    18.4,     0.1,     0.4,     0.7,     2.8,     4.9,-99.9,
2019,2004-12-20,,     1.2,    0.72,     0.1,    15.7,-99.9,    -3.5,-99.9,     7.9,-99.9,    0.00,    15.0,    16.1,    20.3,-99.9,    18.4,     1.4,     1.5,     1.7,     2.8,     4.9,-99.9,
2019,2004-12-21,,     1.2,    0.73,    -8.2,     4.1,-99.9,    -8.8,-99.9,    -2.4,-99.9,    0.01,    12.6,    16.1,    20.1,    18.8,    18.2,     0.2,     0.7,     1.1,     3.0,     4.9,-99.9,
2019,2004-12-22,,     1.2,    0.73,   -12.3,    -8.2,-99.9,   -12.3,-99.9,    -9.7,-99.9,    0.00,     8.6,    14.2,    20.1,    18.9,    18.0,    -0.8,     0.2,     0.7,     3.0,     4.9,-99.9,
2019,2004-12-23,,     1.2,    0.73,   -24.7,    -8.0,-99.9,   -25.0,-99.9,   -14.6,-99.9,    0.00,     8.3,    11.3,    19.9,    18.6,    18.4,    -1.3,    -0.3,     0.4,     2.9,     4.9,-99.9,
2019,2004-12-24,,     1.2,    0.73,    -2.8,    -2.3,-99.9,   -30.3,-99.9,   -17.1,-99.9,    0.00,     8.3,    10.6,    20.0,    18.8,    18.2,    -1.0,    -0.6,     0.0,     2.7,     4.8,-99.9,
2019,2004-12-25,,     1.2,    0.73,     1.1,     5.0,-99.9,    -2.8,-99.9,     1.6,-99.9,    0.00,     9.2,    11.1,    20.0,    18.7,    18.3,    -0.1,    -0.1,     0.1,     2.5,     4.7,-99.9,
2019,2004-12-26,,     1.2,    0.73,     0.0,     3.1,-99.9,    -2.7,-99.9,     0.7,-99.9,    0.00,     9.5,    11.5,    19.8,    18.7,    18.1,     0.1,     0.0,     0.2,     2.5,     4.6,-99.9,
2019,2004-12-27,,     1.2,    0.73,   -16.1,     1.0,-99.9,   -16.3,-99.9,    -9.8,-99.9,    0.00,     7.1,    10.0,    19.9,    18.7,    18.2,    -3.3,    -1.5,     0.0,     2.5,     4.5,-99.9,
2019,2004-12-28,,     1.2,    0.73,    -6.9,    -5.4,-99.9,   -16.2,-99.9,   -11.4,-99.9,    0.00,     6.4,     9.2,    18.2,    18.6,    18.0,    -4.6,    -2.9,    -1.3,     2.2,     4.5,-99.9,
2019,2004-12-29,,     1.2,    0.73,    -2.9,     9.2,-99.9,   -10.3,-99.9,     0.3,-99.9,    0.00,     7.7,     9.6,    18.0,    18.4,    18.2,    -1.4,    -1.2,    -1.2,     1.7,     4.3,-99.9,
2019,2004-12-30,,     1.2,    0.73,    -3.4,     1.5,-99.9,   -11.0,-99.9,    -4.6,-99.9,    0.00,     7.2,     9.3,    17.9,    18.4,    18.3,    -2.1,    -1.7,    -1.3,     1.6,     4.2,-99.9,
2019,2004-12-31,,     1.2,    0.73,   -16.6,    -2.1,-99.9,   -16.6,-99.9,   -11.9,-99.9,    0.00,     6.3,     8.8,    17.4,    18.4,    17.9,    -4.8,    -3.7,    -2.3,     1.4,     4.1,-99.9,
2019,2005-01-01,,     1.2,    0.73,   -17.1,   -16.0,-99.9,   -21.2,-99.9,   -17.5,-99.9,    0.00,     6.3,     8.6,    17.1,    18.3,    18.2,    -4.4,    -3.8,    -2.9,     1.0,     3.9,-99.9,
2019,2005-01-02,,     1.4,    0.73,   -19.5,   -17.1,-99.9,   -22.1,-99.9,   -19.1,-99.9,    0.00,     6.5,     8.9,    17.1,    18.3,    18.3,    -3.9,    -3.4,    -2.8,     0.7,     3.7,-99.9,
2019,2005-01-03,,     1.4,    0.73,   -28.0,   -16.6,-99.9,   -28.0,-99.9,   -21.1,-99.9,    0.00,     6.3,     8.8,    17.1,    18.2,    18.1,    -4.2,    -3.5,    -2.9,     0.6,     3.6,-99.9,
2019,2005-01-04,,     1.4,    0.73,   -16.8,   -16.7,-99.9,   -31.4,-99.9,   -23.0,-99.9,    0.00,     6.3,     8.7,    16.9,    18.1,    18.0,    -4.2,    -3.7,    -3.1,     0.4,     3.4,-99.9,
2019,2005-01-05,,     1.4,    0.73,   -31.6,   -16.7,-99.9,   -31.6,-99.9,   -24.7,-99.9,    0.00,     6.0,     8.5,    16.6,    18.0,    17.9,    -5.3,    -4.4,    -3.5,     0.3,     3.3,-99.9,
2019,2005-01-06,,     1.4,    0.73,   -31.2,   -21.7,-99.9,   -33.9,-99.9,   -29.1,-99.9,    0.00,     5.7,     8.2,    16.3,    18.1,    18.1,    -6.1,    -5.2,    -4.2,     0.0,     3.1,-99.9,
2019,2005-01-07,,     1.4,    0.73,   -11.9,    -2.5,-99.9,   -32.1,-99.9,   -13.0,-99.9,    0.00,     6.0,     8.2,    16.2,    18.2,    18.2,    -4.3,    -4.2,    -3.9,    -0.3,     2.9,-99.9,
2019,2005-01-08,,     1.4,    0.73,   -14.5,   -11.0,-99.9,   -15.6,-99.9,   -13.5,-99.9,    0.00,     6.1,     8.6,    16.5,    18.0,    17.9,    -4.2,    -3.9,    -3.5,    -0.3,     2.8,-99.9,
2019,2005-01-09,,     1.4,    0.73,   -19.2,   -13.6,-99.9,   -21.3,-99.9,   -16.5,-99.9,    0.00,     6.1,     8.6,    16.5,    18.1,    17.8,    -4.7,    -4.1,    -3.4,    -0.4,     2.7,-99.9,
2019,2005-01-10,,     1.4,    0.73,   -24.9,   -15.7,-99.9,   -24.9,-99.9,   -19.9,-99.9,    0.00,     5.8,     8.4,    16.3,    18.0,    18.1,    -5.1,    -4.5,    -3.8,    -0.4,     2.5,-99.9,
2019,2005-01-11,,     1.4,    0.73,   -22.8,   -11.1,-99.9,   -28.0,-99.9,   -20.1,-99.9,    0.00,     5.7,     8.3,    16.0,    18.0,    18.1,    -5.7,    -5.0,    -4.2,    -0.6,     2.4,-99.9,
2019,2005-01-12,,     1.4,    0.73,    -9.6,    -9.6,-99.9,   -25.6,-99.9,   -18.1,-99.9,    0.00,     5.8,     8.1,    15.9,    17.9,    17.9,    -5.8,    -5.1,    -4.4,    -0.8,     2.3,-99.9,
2019,2005-01-13,,     1.5,    0.73,   -26.0,    -3.2,-99.9,   -26.0,-99.9,   -17.9,-99.9,    0.00,     5.5,     8.1,    16.0,    17.8,    18.2,    -6.0,    -5.3,    -4.6,    -0.9,     2.2,-99.9,
2019,2005-01-14,,     1.5,    0.73,   -31.6,   -21.4,-99.9,   -35.0,-99.9,   -27.2,-99.9,    0.00,     5.5,     7.9,    15.7,    17.6,    18.0,    -7.4,    -6.4,    -5.3,    -1.1,     2.0,-99.9,
2019,2005-01-15,,     1.5,    0.73,   -32.2,   -24.8,-99.9,   -35.6,-99.9,   -30.1,-99.9,    0.00,     5.1,     7.6,    15.4,    17.2,    17.9,    -8.3,    -7.2,    -6.1,    -1.4,     1.9,-99.9,
2019,2005-01-16,,     1.5,    0.73,   -28.8,   -21.2,-99.9,   -34.0,-99.9,   -28.7,-99.9,    0.00,     4.9,     7.5,    14.8,    16.7,    17.8,    -8.5,    -7.6,    -6.6,    -1.7,     1.7,-99.9,
2019,2005-01-17,,     1.5,    0.73,   -16.4,   -16.4,-99.9,   -31.8,-99.9,   -24.2,-99.9,    0.00,     5.2,     7.6,    15.1,    16.4,    17.8,    -7.3,    -6.9,    -6.4,    -1.9,     1.6,-99.9,
2019,2005-01-18,,     1.5,    0.75,     5.8,     5.8,-99.9,   -18.9,-99.9,    -5.9,-99.9,    0.02,     6.0,     8.0,    15.4,    16.2,-99.9,    -3.8,    -4.7,    -5.1,    -2.0,     1.4,-99.9,
2019,2005-01-19,,     1.5,    0.76,     9.4,     9.6,-99.9,     3.7,-99.9,     6.6,-99.9,    0.01,    43.2,    10.4,    17.3,    16.2,    17.7,     0.8,    -0.2,    -1.5,    -1.6,     1.3,-99.9,
2019,2005-01-20,,     1.5,    0.76,     8.6,    15.3,-99.9,     8.5,-99.9,    11.0,-99.9,    0.00,    40.3,    34.3,    18.7,    16.7,    17.7,     2.4,     0.9,    -0.4,    -1.0,     1.3,-99.9,
