

Montana (MST) SCAN Site Fort Assiniboine #1 - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Mar 23 10:50:32 GMT-08:00 2023. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,PREC.I-2 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMAX.D-2 (degC) ,TMIN.D-1 (degC) ,TMIN.D-2 (degC) ,TAVG.D-1 (degC) ,TAVG.D-2 (degC) ,PRCP.D-1 (in) ,SMS.I-1:-2 (pct)  (loam),SMS.I-1:-4 (pct)  (loam),SMS.I-1:-8 (pct)  (loam),SMS.I-1:-20 (pct)  (loam),SMS.I-1:-40 (pct)  (loam),STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-20 (degC) ,STO.I-1:-40 (degC) ,STO.I-1:-80 (degC) ,
2019,2005-07-02,,     8.6,    7.20,    14.9,    30.4,-99.9,    12.0,-99.9,    21.4,-99.9,    0.00,    14.1,    17.4,    30.6,    29.1,    19.7,    20.7,    21.9,    21.6,    17.6,    15.1,-99.9,
2019,2005-07-03,,     8.6,    7.20,    10.9,    27.4,-99.9,    10.9,-99.9,    18.4,-99.9,    0.00,    12.7,    16.4,    30.2,    29.0,    19.5,    18.9,    20.3,    20.9,    17.9,    15.2,-99.9,
2019,2005-07-04,,     8.6,    7.20,    11.0,    24.9,-99.9,     8.7,-99.9,    17.2,-99.9,    0.00,    11.9,    15.6,    29.0,    29.0,    19.8,    19.9,    21.1,    21.1,    17.9,    15.3,-99.9,
2019,2005-07-05,,     8.6,    7.20,    15.5,    27.8,-99.9,     8.1,-99.9,    19.3,-99.9,    0.00,    11.0,    14.8,    28.7,    28.8,    19.8,    21.3,    22.2,    21.8,    17.9,    15.4,-99.9,
2019,2005-07-06,,     8.6,    7.20,    16.8,    30.8,-99.9,    10.5,-99.9,    22.0,-99.9,    0.00,     9.8,    14.4,    28.1,    28.5,    19.8,    22.9,    23.6,    22.9,    18.2,    15.5,-99.9,
2019,2005-07-07,,     8.6,    7.20,    20.9,    33.9,-99.9,    11.0,-99.9,    24.4,-99.9,    0.00,     8.6,    14.0,    27.3,    28.6,    19.9,    23.9,    24.2,    23.2,    18.6,    15.6,-99.9,
2019,2005-07-08,,     8.6,    7.20,    16.8,    30.7,-99.9,    15.8,-99.9,    24.1,-99.9,    0.00,     7.4,    13.4,    26.6,    28.3,    19.7,    23.4,    24.3,    23.6,    19.0,    15.8,-99.9,
2019,2005-07-09,,     8.6,    7.20,    24.7,    36.1,-99.9,    12.0,-99.9,    25.6,-99.9,    0.00,     6.6,    13.3,    26.2,    28.0,    19.7,    26.5,    26.1,    24.7,    19.3,    16.0,-99.9,
2019,2005-07-10,,     8.6,    7.29,    13.6,    27.5,-99.9,    13.6,-99.9,    20.9,-99.9,    0.09,     5.5,    13.0,    25.6,    27.8,    19.8,    22.5,    23.7,    23.8,    19.8,    16.2,-99.9,
2019,2005-07-11,,     8.6,    7.29,    13.8,    25.0,-99.9,    11.6,-99.9,    18.0,-99.9,    0.00,     5.7,    12.7,    25.2,    27.7,    20.2,    20.4,    22.2,    22.4,    19.5,    16.5,-99.9,
2019,2005-07-12,,     8.6,    7.29,    15.4,    29.1,-99.9,    11.0,-99.9,    20.8,-99.9,    0.00,     6.6,    12.5,    24.9,    27.6,    19.7,    21.6,    22.9,    22.7,    19.3,    16.6,-99.9,
2019,2005-07-13,,     8.6,    7.29,    22.3,    35.9,-99.9,    10.7,-99.9,    25.1,-99.9,    0.00,     7.3,    12.5,    24.9,    27.3,    20.1,    25.2,    25.4,    24.1,    19.3,    16.6,-99.9,
2019,2005-07-14,,     8.6,    7.29,    15.3,    34.3,-99.9,    15.3,-99.9,    25.3,-99.9,    0.00,     6.2,    12.4,    24.9,    27.0,    20.4,    24.9,    25.5,    24.6,    19.7,    16.6,-99.9,
2019,2005-07-15,,     8.6,    7.29,    14.6,    29.3,-99.9,    10.4,-99.9,    20.3,-99.9,    0.00,     5.3,    12.1,    24.5,    26.7,    19.9,    23.8,    24.9,    24.4,    19.9,    16.8,-99.9,
2019,2005-07-16,,     8.7,    7.29,    21.7,    34.4,-99.9,     9.9,-99.9,    23.4,-99.9,    0.00,     4.9,    12.0,    24.2,    26.6,    20.2,    25.2,    25.5,    24.7,    20.0,    16.9,-99.9,
2019,2005-07-17,,     8.7,    7.39,    14.0,    30.6,-99.9,    14.0,-99.9,    21.7,-99.9,    0.10,     4.3,    11.5,    23.8,    26.3,    19.9,    20.9,    22.6,    23.3,    20.3,    17.1,-99.9,
2019,2005-07-18,,     8.7,    7.39,    11.4,    24.0,-99.9,    10.3,-99.9,    16.8,-99.9,    0.00,     4.5,    11.3,    23.3,    25.9,    19.7,    18.5,    20.5,    21.2,    19.8,    17.2,-99.9,
2019,2005-07-19,,     8.7,    7.39,    19.6,    32.0,-99.9,     8.5,-99.9,    21.4,-99.9,    0.00,     5.8,    11.5,    23.7,    25.7,    19.7,    22.2,    23.3,    22.7,    19.3,    17.1,-99.9,
2019,2005-07-20,,     8.7,    7.39,    17.6,    31.4,-99.9,    12.5,-99.9,    22.1,-99.9,    0.00,     6.1,    11.5,    23.8,    25.3,    20.0,    24.0,    24.7,    23.9,    19.4,    17.1,-99.9,
2019,2005-07-21,,     8.7,    7.39,    16.4,    32.9,-99.9,    13.1,-99.9,    23.2,-99.9,    0.00,     5.2,    11.4,    23.5,    25.1,    20.3,    24.6,    25.3,    24.6,    19.8,    17.1,-99.9,
2019,2005-07-22,,     8.7,    7.39,    21.0,    31.3,-99.9,    14.6,-99.9,    23.0,-99.9,    0.00,     4.8,    11.3,    23.4,    24.7,    20.0,    25.5,    26.0,    25.2,    20.1,    17.2,-99.9,
2019,2005-07-23,,     8.7,    7.39,    22.9,    33.6,-99.9,    16.2,-99.9,    26.4,-99.9,    0.00,     4.4,    11.2,    23.5,    24.1,    20.1,    26.0,    25.9,    24.9,    20.4,    17.3,-99.9,
2019,2005-07-24,,     8.7,    7.40,    14.7,    31.6,-99.9,    14.7,-99.9,    25.0,-99.9,    0.01,     3.8,    11.0,    23.1,    24.0,    20.4,    24.0,    25.4,    25.1,    20.6,    17.5,-99.9,
2019,2005-07-25,,     8.7,    7.40,    13.1,    31.8,-99.9,    11.4,-99.9,    20.6,-99.9,    0.00,     3.6,    10.7,    22.9,    23.7,    20.2,    24.1,    25.2,    24.9,    20.6,    17.6,-99.9,
2019,2005-07-26,,     8.9,    7.64,    10.9,    19.7,-99.9,     9.5,-99.9,    13.3,-99.9,    0.24,     4.6,    10.0,    22.4,    23.1,    20.5,    17.6,    20.3,    21.5,    20.4,    17.7,-99.9,
2019,2005-07-27,,     8.9,    7.64,    19.2,    27.1,-99.9,     6.2,-99.9,    18.6,-99.9,    0.00,     7.0,    10.4,    22.7,    23.0,    20.3,    21.8,    22.8,    22.4,    19.7,    17.7,-99.9,
2019,2005-07-28,,     8.9,    7.64,    17.4,    28.7,-99.9,    15.2,-99.9,    21.7,-99.9,    0.00,     7.8,    10.7,    22.9,    22.8,    20.2,    22.3,    23.8,    23.5,    19.7,    17.6,-99.9,
2019,2005-07-29,,     8.9,    7.64,    19.0,    33.4,-99.9,    10.5,-99.9,    23.1,-99.9,    0.00,     8.2,    10.6,    22.7,    22.5,    20.2,    24.2,    25.2,    24.4,    19.9,    17.6,-99.9,
2019,2005-07-30,,     8.9,    7.64,    23.3,    35.6,-99.9,    15.0,-99.9,    25.9,-99.9,    0.00,     7.4,    10.8,    22.9,    22.4,    20.2,    25.7,    26.2,    25.2,    20.2,    17.6,-99.9,
2019,2005-07-31,,     8.9,    7.64,    18.2,    34.5,-99.9,    18.2,-99.9,    26.3,-99.9,    0.00,     5.9,    10.9,    22.8,    22.1,    20.2,    25.2,    26.3,    25.8,    20.6,    17.7,-99.9,
2019,2005-08-01,,     8.9,    7.64,    24.1,    38.6,-99.9,    12.2,-99.9,    27.5,-99.9,    0.00,     4.9,    10.9,    23.0,    21.9,    20.5,    26.8,    27.0,    26.0,    20.9,    17.8,-99.9,
2019,2005-08-02,,     8.9,    7.64,    23.1,    36.7,-99.9,    19.4,-99.9,    28.4,-99.9,    0.00,     4.1,    10.7,    22.9,    21.7,    20.3,    26.9,    27.5,    26.6,    21.3,    18.0,-99.9,
2019,2005-08-03,,     8.9,    7.64,    16.3,    29.9,-99.9,    16.3,-99.9,    23.2,-99.9,    0.00,     3.6,    10.5,    22.6,    21.2,    20.0,    25.2,    26.1,    25.8,    21.5,    18.2,-99.9,
2019,2005-08-04,,     8.9,    7.64,    13.2,    27.1,-99.9,    12.9,-99.9,    19.9,-99.9,    0.00,     3.2,    10.4,    22.4,    20.9,    20.4,    23.8,    25.5,    25.6,    21.5,    18.3,-99.9,
2019,2005-08-05,,     8.9,    7.64,    23.0,    32.1,-99.9,     9.7,-99.9,    22.0,-99.9,    0.00,     3.2,    10.2,    22.1,    20.8,    20.4,    25.1,    26.1,    25.6,    21.3,    18.4,-99.9,
2019,2005-08-06,,     8.9,    7.64,    18.4,    35.2,-99.9,    14.6,-99.9,    25.8,-99.9,    0.00,     2.8,     9.9,    22.3,    20.7,    20.7,    25.5,    26.4,    26.0,    21.4,    18.4,-99.9,
2019,2005-08-07,,     8.9,    7.64,    19.2,    35.4,-99.9,    13.7,-99.9,    25.5,-99.9,    0.00,     2.8,     9.8,    22.2,    20.5,    20.2,    26.3,    27.0,    26.4,    21.5,    18.5,-99.9,
2019,2005-08-08,,     8.9,    7.64,    19.4,    33.9,-99.9,    12.1,-99.9,    24.8,-99.9,    0.00,     2.6,     9.6,    22.3,    20.3,    20.2,    26.3,    27.1,    26.5,    21.7,    18.6,-99.9,
2019,2005-08-09,,     8.9,    7.64,    16.1,    29.4,-99.9,    15.0,-99.9,    21.9,-99.9,    0.00,     2.4,     9.6,    22.1,    20.1,    20.5,    26.0,    26.7,    26.2,    21.9,    18.7,-99.9,
2019,2005-08-10,,     8.9,    7.64,    14.3,    28.1,-99.9,    12.9,-99.9,    20.1,-99.9,    0.00,     2.6,     9.4,    22.1,    20.0,    19.9,    25.2,    26.4,    26.0,    22.0,    18.8,-99.9,
2019,2005-08-11,,     8.9,    7.65,    13.1,    24.3,-99.9,    12.6,-99.9,    17.3,-99.9,    0.01,     2.4,     9.0,    21.9,    20.0,    19.9,    23.1,    24.3,    24.4,    21.8,    18.9,-99.9,
2019,2005-08-12,,     8.9,    7.67,    12.8,    23.3,-99.9,    11.4,-99.9,    15.9,-99.9,    0.02,     2.3,     8.8,    21.7,    19.5,    19.9,    21.6,    23.1,    23.4,    21.4,    18.9,-99.9,
2019,2005-08-13,,     8.9,    7.70,     7.0,    16.1,-99.9,     6.3,-99.9,    12.3,-99.9,    0.03,     2.0,     8.3,    21.1,    19.5,    19.9,    16.4,    19.2,    20.6,    20.8,    18.8,-99.9,
2019,2005-08-14,,     8.9,    7.70,     9.3,    20.7,-99.9,     3.9,-99.9,    12.8,-99.9,    0.00,     2.6,     8.6,    21.1,    19.2,    20.4,    18.8,    20.7,    21.0,    19.9,    18.7,-99.9,
2019,2005-08-15,,     8.9,    7.70,    15.4,    27.2,-99.9,     5.8,-99.9,    17.1,-99.9,    0.00,     2.9,     8.6,    21.5,    19.3,    20.3,    21.2,    22.3,    22.0,    19.7,    18.5,-99.9,
2019,2005-08-16,,     8.9,    7.70,    18.5,    29.3,-99.9,     7.9,-99.9,    19.5,-99.9,    0.00,     2.5,     8.7,    21.6,    19.1,    20.0,    23.0,    23.6,    23.0,    19.8,    18.3,-99.9,
2019,2005-08-17,,     8.9,    7.70,    13.9,    29.0,-99.9,    11.1,-99.9,    19.7,-99.9,    0.00,     2.4,     8.8,    21.7,    19.0,    19.9,    22.7,    23.8,    23.5,    20.0,    18.2,-99.9,
2019,2005-08-18,,     8.9,    7.70,     9.4,    25.9,-99.9,     8.3,-99.9,    15.8,-99.9,    0.00,     2.2,     8.4,    21.4,    18.9,    20.4,    20.8,    22.2,    22.4,    20.2,    18.2,-99.9,
2019,2005-08-19,,     8.9,    7.70,     5.7,    15.0,-99.9,     5.7,-99.9,    11.1,-99.9,    0.00,     1.9,     8.2,    20.9,    18.7,    20.4,    16.8,    19.3,    20.4,    19.9,    18.2,-99.9,
2019,2005-08-20,,     8.9,    7.70,    11.3,    24.9,-99.9,     5.5,-99.9,    15.1,-99.9,    0.00,     2.3,     8.3,    21.1,    18.6,    20.1,    19.9,    21.3,    21.4,    19.4,    18.1,-99.9,
2019,2005-08-21,,     8.9,    7.70,    15.7,    30.9,-99.9,     6.5,-99.9,    19.5,-99.9,    0.00,     2.2,     8.5,    21.3,    18.8,    20.3,    22.2,    22.9,    22.4,    19.4,    18.0,-99.9,
2019,2005-08-22,,     8.9,    7.70,    20.9,    35.7,-99.9,    10.9,-99.9,    24.1,-99.9,    0.00,     2.3,     8.6,    21.6,    18.7,    20.3,    23.4,    24.1,    23.5,    19.6,    17.9,-99.9,
2019,2005-08-23,,     8.9,    7.70,    19.1,    31.4,-99.9,    13.6,-99.9,    22.5,-99.9,    0.00,     2.2,     8.5,    21.5,    18.5,    20.2,    24.4,    24.6,    23.8,    20.0,    18.0,-99.9,
2019,2005-08-24,,     8.9,    7.88,    11.3,    30.3,-99.9,    11.3,-99.9,    18.4,-99.9,    0.18,     2.1,     8.1,    21.2,    18.8,    20.5,    20.4,    22.5,    23.0,    20.3,    18.0,-99.9,
2019,2005-08-25,,     9.0,    8.01,    10.0,    13.1,-99.9,     8.3,-99.9,     9.8,-99.9,    0.13,     3.8,     7.5,    20.5,    18.7,    20.0,    12.4,    15.5,    17.9,    19.8,    18.1,-99.9,
2019,2005-08-26,,     9.0,    8.01,     9.0,    22.8,-99.9,     8.1,-99.9,    14.9,-99.9,    0.00,     5.5,     7.7,    20.5,    18.3,    20.2,    15.1,    17.8,    18.7,    18.6,    18.0,-99.9,
2019,2005-08-27,,     9.0,    8.01,    14.4,    28.7,-99.9,     6.7,-99.9,    17.9,-99.9,    0.00,     6.9,     8.2,    20.7,    18.4,    20.1,    18.2,    19.9,    19.9,    18.2,    17.8,-99.9,
2019,2005-08-28,,     9.0,    8.01,    15.4,    30.3,-99.9,     8.7,-99.9,    19.8,-99.9,    0.00,     7.7,     8.4,    20.8,    18.3,    20.3,    19.8,    21.2,    21.0,    18.4,    17.5,-99.9,
2019,2005-08-29,,     9.0,    8.01,    19.1,    32.3,-99.9,     7.9,-99.9,    21.9,-99.9,    0.00,     7.7,     8.5,    21.0,    18.4,    20.5,    20.8,    21.9,    21.6,    18.6,    17.4,-99.9,
2019,2005-08-30,,     9.0,    8.01,    15.4,    38.4,-99.9,    11.8,-99.9,    24.1,-99.9,    0.00,     7.0,     8.8,    21.1,    18.4,    20.2,    22.5,    23.1,    22.4,    18.9,    17.4,-99.9,
2019,2005-08-31,,     9.2,    8.27,    10.7,    15.4,-99.9,    10.6,-99.9,    12.4,-99.9,    0.26,     6.1,     8.2,    20.5,    18.5,    19.9,    14.3,    16.8,    18.5,    18.9,    17.5,-99.9,
2019,2005-09-01,,     9.2,    8.27,    10.8,    24.0,-99.9,     6.9,-99.9,    15.6,-99.9,    0.00,     7.3,     8.4,    20.5,    18.3,    20.2,    15.5,    18.1,    19.0,    18.2,    17.4,-99.9,
2019,2005-09-02,,     9.2,    8.27,    13.6,    26.0,-99.9,     3.6,-99.9,    16.3,-99.9,    0.00,     8.2,     8.6,    20.6,    18.4,    20.1,    17.2,    19.0,    19.4,    17.9,    17.3,-99.9,
2019,2005-09-03,,     9.2,    8.27,    20.2,    29.5,-99.9,     7.5,-99.9,    18.7,-99.9,    0.00,     8.7,     8.8,    20.6,    18.2,    19.8,    19.2,    20.0,    19.8,    17.9,    17.1,-99.9,
2019,2005-09-04,,     9.2,    8.27,    21.3,    32.1,-99.9,    13.8,-99.9,    22.6,-99.9,    0.00,     8.4,     9.0,    20.8,    18.1,-99.9,    19.9,    21.0,    20.7,    18.1,    17.1,-99.9,
2019,2005-09-05,,     9.2,    8.27,    18.1,    27.3,-99.9,    12.4,-99.9,    20.1,-99.9,    0.00,     7.9,     8.9,    21.0,    18.3,    19.7,    19.8,    20.9,    20.9,    18.3,    17.0,-99.9,
2019,2005-09-06,,     9.2,    8.27,     9.4,    20.6,-99.9,     9.1,-99.9,    15.3,-99.9,    0.00,     6.8,     8.6,    20.6,    18.3,    20.0,    16.8,    19.0,    20.0,    18.4,    17.1,-99.9,
2019,2005-09-07,,     9.2,    8.27,    16.9,    25.5,-99.9,     3.9,-99.9,    15.5,-99.9,    0.00,     6.2,     8.8,    20.8,    18.2,    20.2,    18.4,    19.7,    19.9,    18.1,    17.1,-99.9,
2019,2005-09-08,,     9.2,    8.27,    14.8,    28.6,-99.9,     5.6,-99.9,    17.5,-99.9,    0.00,     5.6,     8.9,    20.8,    18.1,    19.6,    18.8,    20.1,    20.2,    18.1,    17.0,-99.9,
2019,2005-09-09,,     9.2,    8.27,    16.2,    31.0,-99.9,     5.8,-99.9,    19.1,-99.9,    0.00,     5.0,     9.0,    20.7,    18.1,-99.9,    19.3,    20.5,    20.4,    18.1,    17.0,-99.9,
2019,2005-09-10,,     9.3,    8.33,    11.7,    28.0,-99.9,     8.0,-99.9,    16.6,-99.9,    0.06,     4.5,     8.9,    20.9,    18.2,    19.9,    18.7,    19.7,    19.8,    18.2,    17.0,-99.9,
2019,2005-09-11,,     9.5,    8.58,     6.3,    11.7,-99.9,     5.7,-99.9,     9.2,-99.9,    0.25,     3.8,     8.1,    19.9,    18.2,    20.1,    10.2,    13.9,    16.2,    17.9,    17.0,-99.9,
2019,2005-09-12,,     9.5,    8.58,     6.5,    15.0,-99.9,     5.1,-99.9,     9.4,-99.9,    0.00,     4.9,     8.2,    19.9,    18.0,    19.8,    11.8,    14.4,    15.6,    16.8,    16.8,-99.9,
2019,2005-09-13,,     9.5,    8.58,     7.2,    18.2,-99.9,     3.0,-99.9,    11.2,-99.9,    0.00,     5.6,     8.2,    19.9,    17.7,    20.0,    13.0,    14.8,    15.5,    16.2,    16.6,-99.9,
2019,2005-09-14,,     9.5,    8.58,     9.7,    19.7,-99.9,     4.8,-99.9,    11.6,-99.9,    0.00,     6.0,     8.3,    20.0,    17.8,    19.9,    13.4,    15.5,    16.2,    16.0,    16.3,-99.9,
2019,2005-09-15,,     9.5,    8.58,     8.9,    23.5,-99.9,     8.8,-99.9,    15.3,-99.9,    0.00,     6.6,     8.5,    20.2,    17.6,    20.3,    14.6,    16.4,    16.7,    16.0,    16.1,-99.9,
2019,2005-09-16,,     9.5,    8.58,    12.0,    23.1,-99.9,     7.3,-99.9,    14.7,-99.9,    0.00,     7.0,     8.5,    20.2,    17.5,    19.7,    15.7,    17.1,    17.3,    16.0,    16.0,-99.9,
2019,2005-09-17,,     9.5,    8.58,     9.0,    19.9,-99.9,     3.4,-99.9,    11.4,-99.9,    0.00,     7.1,     8.4,    20.2,    17.6,    19.9,    15.3,    16.5,    16.8,    16.0,    15.9,-99.9,
2019,2005-09-18,,     9.5,    8.58,    10.9,    14.8,-99.9,     8.6,-99.9,    11.6,-99.9,    0.00,     6.6,     8.3,    20.0,    17.6,    20.1,    14.3,    15.2,    15.7,    16.0,    15.8,-99.9,
2019,2005-09-19,,     9.5,    8.58,    11.2,    21.9,-99.9,     8.8,-99.9,    14.4,-99.9,    0.00,     6.8,     8.6,    20.1,    17.7,    19.5,    15.1,    16.6,    16.8,    15.8,    15.7,-99.9,
2019,2005-09-20,,     9.5,    8.58,    10.0,    25.2,-99.9,     9.2,-99.9,    16.0,-99.9,    0.00,     6.2,     8.7,    20.1,    17.5,    19.5,    13.9,    15.7,    16.3,    15.9,    15.7,-99.9,
2019,2005-09-21,,     9.5,    8.58,     8.5,    25.7,-99.9,     5.3,-99.9,    15.5,-99.9,    0.00,     6.0,     8.7,    20.2,    17.6,    19.7,    15.0,    16.4,    16.7,    15.7,    15.6,-99.9,
2019,2005-09-22,,     9.5,    8.58,     7.3,    18.5,-99.9,     2.6,-99.9,    11.0,-99.9,    0.00,     5.2,     8.4,    20.0,    17.7,    20.1,    13.4,    15.3,    16.1,    15.6,    15.5,-99.9,
2019,2005-09-23,,     9.5,    8.58,     8.9,    21.3,-99.9,     3.3,-99.9,    12.1,-99.9,    0.00,     5.0,     8.3,    19.9,    17.5,    19.6,    14.2,    15.5,    15.9,    15.5,    15.5,-99.9,
2019,2005-09-24,,     9.6,    8.65,     1.8,     9.1,-99.9,     1.8,-99.9,     6.3,-99.9,    0.07,     4.2,     8.2,    19.6,    17.7,    19.8,     9.8,    12.3,    13.8,    15.3,    15.4,-99.9,
2019,2005-09-25,,     9.6,    8.66,     5.8,     8.8,-99.9,    -0.9,-99.9,     4.2,-99.9,    0.01,     4.1,     8.1,    19.3,    17.3,    19.8,     9.8,    11.2,    12.3,    14.5,    15.2,-99.9,
2019,2005-09-26,,     9.6,    8.66,     8.9,    18.9,-99.9,     1.1,-99.9,    10.3,-99.9,    0.00,     4.4,     8.1,    19.6,    17.2,    19.4,    10.8,    12.4,    13.1,    14.0,    15.0,-99.9,
2019,2005-09-27,,     9.6,    8.66,    14.1,    24.8,-99.9,     8.4,-99.9,    15.7,-99.9,    0.00,     5.2,     8.4,    19.8,    17.3,    19.8,    13.5,    14.3,    14.3,    14.0,    14.8,-99.9,
2019,2005-09-28,,     9.6,    8.68,     2.4,    14.1,-99.9,     1.9,-99.9,     6.9,-99.9,    0.02,     4.7,     7.9,    19.5,    17.2,    19.5,     8.3,    10.9,    12.4,    14.0,    14.6,-99.9,
2019,2005-09-29,,     9.7,    8.68,    16.2,    19.7,-99.9,    -0.9,-99.9,    10.4,-99.9,    0.00,     5.0,     8.1,    19.3,    17.2,    19.4,    12.1,    12.7,    12.7,    13.5,    14.5,-99.9,
2019,2005-09-30,,     9.7,    8.68,    17.9,    26.4,-99.9,    14.6,-99.9,    19.8,-99.9,    0.00,     5.6,     8.5,    19.7,    17.1,    19.3,    15.3,    15.4,    14.8,    13.7,    14.3,-99.9,
2019,2005-09-30,23:59,     9.7,    8.73,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,




