

Montana (MST) SCAN Site Fort Assiniboine #1 - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Mar 23 10:50:15 GMT-08:00 2023. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,PREC.I-2 (in) ,TOBS.I-1 (degC) ,TMAX.D-2 (degC) ,TMIN.D-2 (degC) ,TAVG.D-2 (degC) ,SMS.I-1:-2 (pct)  (loam),SMS.I-1:-4 (pct)  (loam),SMS.I-1:-8 (pct)  (loam),SMS.I-1:-20 (pct)  (loam),SMS.I-1:-40 (pct)  (loam),STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-10 (degC) ,STO.I-1:-12 (degC) ,STO.I-1:-16 (degC) ,STO.I-1:-20 (degC) ,STO.I-1:-40 (degC) ,STO.I-1:-80 (degC) ,
2019,1998-10-11,,    0.60,     0.5,     1.8,-99.9,-99.9,-99.9,    15.8,     7.9,    18.7,    13.8,    20.3,     8.3,     9.6,    11.9,    12.8,    13.8,    14.5,    14.9,    15.1,    13.9,
2019,1998-10-12,,    0.60,     0.5,     0.4,-99.9,-99.9,-99.9,    15.2,     7.7,    18.6,    13.6,    20.5,     6.2,     7.8,    10.3,    11.4,    13.0,    14.3,    13.9,    15.0,    13.8,
2019,1998-10-13,,    0.60,     0.5,     1.2,-99.9,-99.9,-99.9,    14.7,     8.1,    18.6,    13.6,    20.1,     7.8,     8.8,    10.5,    10.7,    12.3,    14.0,    13.1,    14.7,    13.7,
2019,1998-10-14,,    0.60,     0.5,     6.8,-99.9,-99.9,-99.9,    14.1,     8.4,    18.6,    13.5,    20.0,     8.8,     9.5,    10.7,    10.5,    11.9,    13.7,    12.8,    14.4,    13.7,
2019,1998-10-15,,    0.60,     0.5,     5.3,-99.9,-99.9,-99.9,    13.5,     8.9,    18.7,    13.5,    20.4,     9.1,     9.9,    11.3,    10.9,    11.7,    13.4,    12.8,    14.2,    13.6,
2019,1998-10-16,,    0.87,     0.8,     4.1,-99.9,-99.9,-99.9,    13.3,     8.8,    18.5,    13.4,    20.3,     8.7,     9.3,    10.5,    10.5,    11.6,    13.2,    12.6,    14.0,    13.5,
2019,1998-10-17,,    0.99,     0.8,     1.1,-99.9,-99.9,-99.9,    20.4,    18.2,    18.4,    13.4,    19.7,     7.2,     8.2,     9.7,     9.9,    11.3,    13.0,    12.3,    13.8,    13.4,
2019,1998-10-18,,    1.03,     0.8,     6.1,-99.9,-99.9,-99.9,    18.9,    18.7,    18.3,    13.5,    19.9,     7.7,     8.2,     9.3,     9.3,    10.8,    12.8,    11.8,    13.6,    13.3,
2019,1998-10-19,,    1.03,     0.8,     0.0,-99.9,-99.9,-99.9,    18.0,    18.5,    18.3,    13.4,    19.7,     5.8,     6.6,     8.5,     9.0,    10.5,    12.6,    11.6,    13.4,    13.2,
2019,1998-10-20,,    1.03,     0.8,    -1.1,-99.9,-99.9,-99.9,    17.3,    18.5,    18.3,    13.4,    20.2,     6.6,     7.3,     8.8,     8.7,    10.1,    12.3,    11.2,    13.1,    13.2,
2019,1998-10-21,,    1.03,     0.8,     2.4,-99.9,-99.9,-99.9,    16.8,    18.3,    18.5,    13.1,    19.8,     6.7,     7.3,     8.7,     8.6,     9.9,    12.1,    11.0,    12.9,    13.0,
2019,1998-10-22,,    1.03,     0.8,     1.5,-99.9,-99.9,-99.9,    16.5,    18.2,    18.4,    13.1,    19.7,     7.2,     7.9,     9.4,     9.0,     9.8,    11.8,    10.9,    12.7,    12.9,
2019,1998-10-23,,    1.03,     0.8,    10.0,-99.9,-99.9,-99.9,    16.2,    18.1,    18.7,    13.1,    19.9,     8.0,     8.2,     9.3,     9.1,     9.8,    11.6,    10.9,    12.5,    12.8,
2019,1998-10-24,,    1.03,     0.8,     7.0,-99.9,-99.9,-99.9,    15.8,    18.0,    18.8,    13.2,    19.8,     8.5,     8.9,    10.1,     9.6,    10.0,    11.5,    11.1,    12.4,    12.7,
2019,1998-10-25,,    1.03,     0.8,     3.0,-99.9,-99.9,-99.9,    15.4,    17.7,    18.8,    13.3,    19.5,     8.1,     8.7,     9.9,     9.5,    10.1,    11.5,    11.2,    12.3,    12.6,
2019,1998-10-26,,    1.03,     0.8,     8.3,-99.9,-99.9,-99.9,    15.2,    17.6,    18.8,    13.2,    19.7,     8.1,     8.5,     9.5,     9.2,    10.0,    11.4,    11.1,    12.2,    12.5,
2019,1998-10-27,,    1.03,     0.8,     3.8,-99.9,-99.9,-99.9,    14.9,    17.4,    19.1,    13.4,    19.9,     8.8,     9.3,    10.3,     9.6,    10.0,    11.3,    11.1,    12.1,    12.4,
2019,1998-10-28,,    1.03,     0.8,     8.4,-99.9,-99.9,-99.9,    14.7,    17.2,    19.1,    13.2,    19.6,    10.1,    10.1,    10.5,     9.7,    10.0,    11.2,    11.2,    12.1,    12.3,
2019,1998-10-29,,    1.03,     0.8,     3.7,-99.9,-99.9,-99.9,    14.3,    17.1,    19.0,    13.2,    19.5,     8.7,     9.1,    10.2,     9.9,    10.2,    11.2,    11.3,    12.0,    12.2,
2019,1998-10-30,,    1.03,     0.8,    -4.0,-99.9,-99.9,-99.9,    13.9,    16.6,    18.9,    13.3,    19.8,     6.3,     7.2,     9.0,     9.2,    10.1,    11.2,    11.2,    12.0,    12.1,
2019,1998-10-31,,    1.03,     0.8,    -6.0,-99.9,-99.9,-99.9,    13.5,    16.1,    18.7,    13.1,    19.7,     4.4,     5.3,     7.2,     8.2,     9.6,    11.1,    10.5,    11.9,    12.0,
2019,1998-11-01,,    1.03,     0.8,    -5.1,-99.9,-99.9,-99.9,    13.2,    16.1,    18.6,    13.2,    19.6,     4.4,     5.2,     6.8,     7.5,     9.0,    11.0,     9.9,    11.7,    12.0,
2019,1998-11-02,,    1.03,     0.8,    -0.6,-99.9,-99.9,-99.9,    13.1,    16.0,    18.4,    12.8,    19.3,     4.7,     5.3,     6.6,     7.1,     8.6,    10.7,     9.4,    11.5,    11.9,
2019,1998-11-03,,    1.03,     0.8,     0.4,-99.9,-99.9,-99.9,    13.0,    15.8,    18.5,    13.0,    19.5,     4.9,     5.3,     6.6,     7.0,     8.4,    10.5,     9.3,    11.3,    11.8,
2019,1998-11-04,,    1.03,     0.8,     2.2,-99.9,-99.9,-99.9,    12.9,    15.9,    18.6,    13.1,    19.9,     5.9,     6.0,     6.7,     6.8,     8.2,    10.3,     9.1,    11.1,    11.7,
2019,1998-11-05,,    1.03,     0.8,    -4.6,-99.9,-99.9,-99.9,    12.6,    15.5,    18.6,    12.9,    19.5,     3.7,     4.8,     6.6,     6.9,     8.1,    10.1,     9.1,    10.9,    11.6,
2019,1998-11-06,,    1.03,     0.8,    -0.8,-99.9,-99.9,-99.9,    12.6,    15.4,    18.4,    13.0,    19.5,     3.9,     4.3,     5.4,     5.9,     7.7,    10.0,     8.6,    10.8,    11.5,
2019,1998-11-07,,    1.03,     0.8,    -4.0,-99.9,-99.9,-99.9,    12.5,    15.3,    18.3,    12.8,    19.1,     3.1,     3.6,     5.0,     5.5,     7.3,     9.8,     8.3,    10.6,    11.5,
2019,1998-11-08,,    1.03,     0.8,    -5.4,-99.9,-99.9,-99.9,    12.2,    14.9,    18.4,    12.7,    19.5,     2.0,     2.8,     4.3,     4.9,     6.9,     9.5,     7.9,    10.4,    11.4,
2019,1998-11-09,,    1.07,     0.8,    -4.8,-99.9,-99.9,-99.9,    12.2,    14.9,    18.3,    12.7,    19.4,     2.5,     2.8,     3.8,     4.4,     6.5,     9.3,     7.5,    10.2,    11.2,
2019,1998-11-10,,    1.34,     1.0,    -7.8,-99.9,-99.9,-99.9,    12.1,    14.8,    18.2,    12.7,    19.1,     2.8,     3.1,     4.1,     4.3,     6.2,     9.0,     7.3,     9.9,    11.2,
2019,1998-11-11,,    1.34,     1.0,    -5.9,-99.9,-99.9,-99.9,    12.1,    14.7,    18.2,    12.5,    19.5,     2.5,     2.9,     3.9,     4.4,     6.0,     8.8,     7.1,     9.7,    11.1,
2019,1998-11-12,,    1.34,     1.0,   -15.6,-99.9,-99.9,-99.9,    12.1,    14.7,    18.3,    12.7,    19.3,     2.2,     2.8,     3.8,     4.4,     6.0,     8.6,     7.0,     9.6,    11.0,
2019,1998-11-13,,    1.34,     1.1,     3.7,-99.9,-99.9,-99.9,    12.0,    14.6,    18.2,    12.6,    19.1,     2.4,     2.6,     3.6,     4.1,     5.8,     8.4,     6.8,     9.4,    10.8,
2019,1998-11-14,,    1.34,     1.1,    -0.4,-99.9,-99.9,-99.9,    20.3,    17.2,    18.7,    12.6,    19.4,     3.8,     4.2,     4.8,     4.7,     5.8,     8.2,     6.8,     9.2,    10.7,
2019,1998-11-15,,    1.38,     1.1,     1.3,-99.9,-99.9,-99.9,    20.4,    19.9,    18.5,    12.5,    19.1,     4.4,     4.6,     5.2,     4.9,     5.9,     8.1,     7.0,     9.1,    10.6,
2019,1998-11-16,,    1.38,     1.1,     6.8,-99.9,-99.9,-99.9,    20.0,    20.4,    18.8,    12.5,    18.9,     5.9,     5.9,     6.1,     5.2,     6.0,     8.0,     7.3,     9.0,    10.5,
2019,1998-11-17,,    1.38,     1.1,    -7.2,-99.9,-99.9,-99.9,    19.2,    20.0,    18.7,    12.6,    19.5,     2.8,     3.4,     5.0,     5.1,     6.2,     8.0,     7.5,     9.0,    10.4,
2019,1998-11-18,,    1.42,     1.2,    -4.4,-99.9,-99.9,-99.9,    18.6,    19.8,    18.5,    12.6,    19.0,     2.2,     2.4,     3.5,     4.1,     5.8,     8.0,     7.0,     9.0,    10.3,
2019,1998-11-19,,    1.46,     1.2,   -11.5,-99.9,-99.9,-99.9,    19.1,    19.9,    18.3,    12.4,    19.0,     2.2,     2.6,     3.5,     3.6,     5.4,     7.9,     6.6,     8.8,    10.2,
2019,1998-11-20,,    1.46,     1.3,    -0.4,-99.9,-99.9,-99.9,    18.9,    19.9,    18.3,    12.4,    18.9,     2.0,     2.3,     3.3,     3.4,     5.1,     7.7,     6.4,     8.7,    10.1,
2019,1998-11-21,,    1.50,     1.3,     7.4,-99.9,-99.9,-99.9,    21.4,    21.1,    18.4,    12.4,    18.8,     3.5,     3.3,     3.6,     3.2,     4.9,     7.5,     6.2,     8.6,    10.0,
2019,1998-11-22,,    1.62,     1.3,     6.2,-99.9,-99.9,-99.9,    20.8,    21.6,    18.9,    12.4,    18.8,     5.2,     5.1,     5.4,     4.3,     5.0,     7.3,     6.5,     8.4,     9.9,
2019,1998-11-23,,    1.62,     1.3,     0.9,-99.9,-99.9,-99.9,    20.1,    21.4,    19.3,    12.6,    19.0,     3.1,     3.5,     4.7,     4.5,     5.4,     7.3,     6.9,     8.4,     9.8,
2019,1998-11-24,,    1.62,     1.3,     1.1,-99.9,-99.9,-99.9,    19.9,    21.2,    19.6,    12.4,    19.0,     3.3,     3.4,     4.1,     4.1,     5.2,     7.2,     6.6,     8.4,     9.7,
2019,1998-11-25,,    1.62,     1.3,     0.8,-99.9,-99.9,-99.9,    19.5,    21.1,    19.9,    12.6,    18.7,     3.1,     3.5,     4.5,     4.4,     5.3,     7.2,     6.6,     8.3,     9.7,
2019,1998-11-26,,    1.62,     1.3,    10.3,-99.9,-99.9,-99.9,    19.5,    21.0,    20.6,    12.6,    18.9,     5.3,     5.0,     5.2,     4.7,     5.4,     7.1,     6.6,     8.2,     9.6,
2019,1998-11-27,,    1.62,     1.3,     6.3,-99.9,-99.9,-99.9,    19.1,    20.9,    20.9,    12.5,    18.9,     5.4,     5.4,     6.1,     5.8,     5.8,     7.1,     7.0,     8.2,     9.5,
2019,1998-11-28,,    1.62,     1.3,     2.8,-99.9,-99.9,-99.9,    18.8,    20.8,    21.1,    12.6,    18.9,     5.4,     5.4,     5.9,     5.6,     6.0,     7.2,     7.2,     8.2,     9.4,
2019,1998-11-29,,    2.01,     1.7,    -2.1,-99.9,-99.9,-99.9,    24.7,    23.1,    21.3,    12.6,    18.9,     4.0,     4.4,     5.3,     5.2,     6.0,     7.3,     7.2,     8.2,     9.3,
2019,1998-11-30,,    2.13,     1.8,    -1.7,-99.9,-99.9,-99.9,    24.3,    23.9,    29.1,    12.5,    18.9,     2.8,     3.1,     4.1,     4.4,     5.7,     7.3,     6.9,     8.2,     9.3,
2019,1998-12-01,,    2.13,     1.8,    -1.4,-99.9,-99.9,-99.9,    24.8,    24.1,    30.4,    12.4,    18.6,     2.7,     2.9,     3.6,     3.9,     5.4,     7.2,     6.5,     8.2,     9.2,
2019,1998-12-02,,    2.17,     1.8,     5.1,-99.9,-99.9,-99.9,    26.3,    25.2,    32.6,    12.6,    18.8,     2.6,     2.9,     3.7,     3.7,     5.1,     7.1,     6.3,     8.1,     9.2,
2019,1998-12-03,,    2.17,     1.8,     1.9,-99.9,-99.9,-99.9,    25.1,    24.8,    32.6,    12.4,    18.8,     3.7,     4.0,     4.6,     4.1,     5.0,     6.9,     6.3,     7.9,     9.1,
2019,1998-12-04,,    2.17,     1.8,    -3.3,-99.9,-99.9,-99.9,    24.3,    24.4,    32.3,    12.5,    18.9,     2.7,     3.0,     3.9,     3.7,     4.9,     6.8,     6.3,     7.9,     9.1,
2019,1998-12-05,,    2.17,     1.8,    -3.9,-99.9,-99.9,-99.9,    23.3,    23.8,    31.7,    12.5,    18.6,     1.9,     2.1,     3.0,     3.2,     4.7,     6.8,     6.0,     7.8,     9.0,
2019,1998-12-06,,    2.17,     1.8,    -5.3,-99.9,-99.9,-99.9,    21.8,    23.3,    31.3,    12.3,    18.8,     1.3,     1.5,     2.4,     2.7,     4.3,     6.6,     5.7,     7.7,     8.9,
2019,1998-12-07,,    2.17,     1.8,    -7.5,-99.9,-99.9,-99.9,    16.7,    21.6,    30.6,    12.4,    19.0,     0.7,     1.2,     2.1,     2.2,     4.0,     6.5,     5.3,     7.5,     8.9,
2019,1998-12-08,,    2.17,     1.8,     2.2,-99.9,-99.9,-99.9,    11.8,    20.0,    29.9,    12.4,    18.9,     0.8,     1.0,     1.8,     1.7,     3.6,     6.3,     5.0,     7.4,     8.8,
2019,1998-12-09,,    2.17,     1.8,    -5.4,-99.9,-99.9,-99.9,    10.7,    18.7,    29.6,    12.3,    18.6,     0.5,     0.9,     1.7,     1.6,     3.3,     6.1,     4.8,     7.2,     8.7,
2019,1998-12-10,,    2.17,     1.8,    -0.7,-99.9,-99.9,-99.9,    10.2,    14.4,    29.2,    12.3,    18.8,     0.4,     0.7,     1.5,     1.4,     3.2,     5.9,     4.7,     7.1,     8.7,
2019,1998-12-11,,    2.17,     1.9,     0.4,-99.9,-99.9,-99.9,    11.8,    15.4,    28.8,    12.1,    18.9,     0.9,     0.9,     1.5,     1.3,     3.0,     5.7,     4.5,     6.9,     8.6,
2019,1998-12-12,,    2.17,     1.9,     6.5,-99.9,-99.9,-99.9,    12.4,    17.9,    28.5,    12.3,    18.7,     1.0,     0.9,     1.5,     1.4,     2.9,     5.5,     4.4,     6.8,     8.5,
2019,1998-12-13,,    2.17,     1.9,     7.3,-99.9,-99.9,-99.9,    14.9,    19.1,    28.4,    12.3,    18.8,     1.0,     1.0,     1.6,     1.7,     2.9,     5.4,     4.4,     6.7,     8.4,
2019,1998-12-14,,    2.17,     1.9,    10.6,-99.9,-99.9,-99.9,    24.5,    22.5,    28.3,    12.2,    18.6,     1.5,     1.1,     1.7,     3.3,     3.4,     5.3,     4.4,     6.6,     8.3,
2019,1998-12-15,,    2.21,     1.9,    -4.7,-99.9,-99.9,-99.9,    23.1,    22.8,    28.8,    12.3,    18.7,     1.8,     1.7,     2.4,     3.5,     4.0,     5.4,     4.6,     6.5,     8.3,
2019,1998-12-16,,    2.21,     1.9,     0.2,-99.9,-99.9,-99.9,    21.8,    22.4,    29.1,    12.3,    18.5,     1.4,     1.4,     2.1,     2.7,     3.8,     5.4,     4.6,     6.4,     8.2,
2019,1998-12-17,,    2.21,     1.9,     7.5,-99.9,-99.9,-99.9,    21.5,    21.9,    29.1,    12.2,    18.5,     1.3,     1.4,     2.0,     2.3,     3.6,     5.4,     4.5,     6.4,     8.1,
2019,1998-12-18,,    2.25,     1.9,    -9.8,-99.9,-99.9,-99.9,    21.9,    22.6,    29.3,    12.1,    18.6,     1.9,     1.9,     2.4,     3.0,     3.7,     5.4,     4.5,     6.3,     8.0,
2019,1998-12-19,,    2.29,     1.9,   -21.6,-99.9,-99.9,-99.9,    21.0,    22.2,    29.5,    12.3,    18.6,     1.4,     1.5,     2.1,     2.3,     3.6,-99.9,     4.5,     6.3,     8.0,
2019,1998-12-20,,    2.60,     1.9,   -27.8,-99.9,-99.9,-99.9,    19.0,    21.1,    29.4,    12.2,    18.3,     1.2,     1.3,     2.0,     1.4,     3.2,-99.9,     4.4,     6.2,     7.9,
2019,1998-12-21,,    2.60,     1.9,   -24.6,-99.9,-99.9,-99.9,    11.1,    19.0,    29.2,    12.3,    18.7,     0.7,     1.0,     1.7,     0.4,     2.6,     4.8,     4.3,     6.2,     7.8,
2019,1998-12-22,,    2.60,     1.9,   -15.5,-99.9,-99.9,-99.9,     9.7,    12.5,    28.8,    12.1,    18.5,     0.2,     0.6,     1.5,    -0.4,     2.0,     5.0,     4.1,     6.1,     7.8,
2019,1998-12-23,,    2.60,     1.9,   -18.2,-99.9,-99.9,-99.9,     9.3,    11.6,    28.6,    12.2,    18.2,    -0.2,     0.2,     1.3,    -0.9,     1.5,     4.7,     3.9,     6.0,     7.7,
2019,1998-12-24,,    2.60,     1.9,   -21.1,-99.9,-99.9,-99.9,     8.7,    10.8,    27.7,    12.0,    18.4,    -1.0,    -0.5,     1.0,    -1.7,     1.2,     4.5,     3.7,     5.9,     7.7,
2019,1998-12-25,,    2.60,     1.9,    -7.7,-99.9,-99.9,-99.9,     8.6,    10.8,    23.2,    12.1,    18.5,    -0.7,    -0.4,     0.5,    -1.9,     0.8,     4.2,     3.4,     5.7,     7.5,
2019,1998-12-26,,    2.60,     1.9,   -17.3,-99.9,-99.9,-99.9,     8.4,    10.5,    22.3,    12.0,    18.3,    -1.3,    -0.8,     0.3,    -1.9,     0.5,     3.9,     3.2,     5.6,     7.5,
2019,1998-12-27,,    2.64,     1.9,    -4.8,-99.9,-99.9,-99.9,     8.6,    10.7,    22.1,    12.0,    18.2,    -0.6,    -0.4,     0.3,    -1.8,     0.3,     3.7,     3.0,     5.5,     7.4,
2019,1998-12-28,,    2.64,     1.9,    -9.3,-99.9,-99.9,-99.9,     8.6,    10.8,    22.2,    12.1,    18.3,    -0.5,    -0.4,     0.3,    -1.6,     0.3,     3.5,     3.0,     5.3,     7.4,
2019,1998-12-29,,    2.92,     2.1,   -16.8,-99.9,-99.9,-99.9,     8.7,    10.9,    22.3,    12.1,    18.5,    -0.3,    -0.2,     0.4,    -1.5,     0.2,     3.3,     3.0,     5.3,     7.3,
2019,1998-12-30,,    3.00,     2.3,   -12.7,-99.9,-99.9,-99.9,     8.9,    10.9,    22.5,    12.0,    18.6,    -0.2,     0.0,     0.5,    -1.4,     0.1,     3.2,     3.0,     5.2,     7.2,
2019,1998-12-31,,    3.04,     2.3,   -18.8,-99.9,-99.9,-99.9,     8.8,    11.1,    22.7,    12.1,    18.4,    -0.1,     0.0,     0.6,    -1.3,     0.1,     3.1,     3.0,     5.1,     7.2,
2019,1999-01-01,,    3.04,     2.3,   -10.0,-99.9,-99.9,-99.9,     8.9,    11.0,    22.5,    12.1,    18.4,    -0.1,     0.1,     0.6,    -1.3,     0.1,     3.0,     3.0,     5.0,     7.0,
2019,1999-01-02,,    3.08,     2.3,   -17.7,-99.9,-99.9,-99.9,     9.0,    11.1,    22.7,    12.1,    18.1,     0.0,     0.1,     0.7,    -1.3,     0.1,     2.9,     3.0,     5.0,     7.0,
2019,1999-01-03,,    3.08,     2.3,   -16.0,-99.9,-99.9,-99.9,     9.0,    11.0,    22.7,    12.0,    18.3,    -0.2,     0.0,     0.6,    -1.4,     0.1,     2.8,     2.9,     4.9,     6.9,
2019,1999-01-04,,    3.08,     2.3,   -17.2,-99.9,-99.9,-99.9,     9.0,    11.0,    22.6,    11.9,    18.3,    -0.2,     0.0,     0.6,    -1.6,     0.0,     2.7,     2.9,     4.9,     6.9,
2019,1999-01-05,,    3.12,     2.5,     1.3,-99.9,-99.9,-99.9,     8.9,    11.0,    22.5,    12.0,    18.3,     0.0,     0.1,     0.6,    -1.5,     0.0,     2.7,     2.9,     4.8,     6.8,
2019,1999-01-06,,    3.12,     2.5,   -15.7,-99.9,-99.9,-99.9,     9.3,    11.3,    22.9,    12.1,    18.0,     0.4,     0.4,     0.7,    -1.1,     0.0,     2.6,     2.9,     4.7,     6.7,
2019,1999-01-07,,    3.16,     2.5,   -14.4,-99.9,-99.9,-99.9,     9.3,    11.3,    23.3,    12.1,    18.4,     0.4,     0.4,     0.9,    -1.0,     0.0,     2.6,     2.9,     4.7,     6.6,
2019,1999-01-08,,    3.35,     2.7,   -19.7,-99.9,-99.9,-99.9,     9.3,    11.4,    23.4,    12.0,    18.2,     0.4,     0.4,     0.9,    -1.1,     0.0,     2.5,     3.0,     4.7,     6.6,
2019,1999-01-09,,    3.35,     2.8,   -17.3,-99.9,-99.9,-99.9,     9.2,    11.4,    23.6,    11.9,    18.2,     0.4,     0.5,     0.9,    -1.0,     0.0,     2.4,     3.0,     4.7,     6.5,
2019,1999-01-10,,    3.39,     2.8,   -17.2,-99.9,-99.9,-99.9,     9.3,    11.7,    23.8,    12.2,    17.9,     0.4,     0.5,     0.9,    -1.0,     0.0,     2.4,     3.0,     4.6,     6.5,
2019,1999-01-11,,    3.47,     3.0,     2.8,-99.9,-99.9,-99.9,     9.3,    11.6,    24.1,    12.0,    17.9,     0.5,     0.5,     0.9,    -1.0,     0.0,     2.3,     3.0,     4.6,     6.4,
2019,1999-01-12,,    3.47,     3.0,   -14.1,-99.9,-99.9,-99.9,    10.4,    12.2,    24.4,    12.1,    18.1,     0.8,     0.7,     1.0,    -0.9,     0.0,     2.3,     3.0,     4.6,     6.3,
2019,1999-01-13,,    3.51,     3.0,    -2.0,-99.9,-99.9,-99.9,    10.8,    13.0,    25.8,    12.1,    18.1,     0.8,     0.7,     1.0,    -0.8,     0.0,     2.3,     3.0,     4.5,     6.3,
2019,1999-01-14,,    3.51,     3.1,     0.5,-99.9,-99.9,-99.9,    10.9,    13.4,    27.5,    12.1,    18.1,     0.9,     0.8,     1.1,    -0.7,     0.0,     2.2,     3.0,     4.5,     6.2,
2019,1999-01-15,,    3.50,     3.1,     4.2,-99.9,-99.9,-99.9,    30.4,    25.7,    41.5,    38.5,    18.0,     1.0,     0.9,     1.1,    -0.7,     0.0,     2.2,     2.3,     4.5,     6.1,
2019,1999-01-16,,    3.50,     3.1,    -1.7,-99.9,-99.9,-99.9,    28.7,    26.6,    35.9,    35.4,    17.9,     1.1,     0.9,     1.2,    -0.7,     0.1,     2.2,     2.8,     4.3,     6.1,
2019,1999-01-17,,    3.50,     3.1,    -4.3,-99.9,-99.9,-99.9,    27.9,    26.0,    34.6,    32.9,    18.1,     1.1,     0.9,     1.3,    -0.6,     0.1,     2.2,     2.9,     4.3,     6.1,
2019,1999-01-18,,    3.50,     3.1,    -5.4,-99.9,-99.9,-99.9,    26.5,    25.4,    33.8,    31.6,    18.3,     1.1,     0.9,     1.3,    -0.6,     0.1,     2.2,     3.0,     4.3,     6.0,
2019,1999-01-19,,    3.51,     3.1,     1.4,-99.9,-99.9,-99.9,    27.7,    26.3,    33.5,    30.4,    18.1,     1.1,     1.0,     1.4,    -0.6,     0.2,     2.1,     3.0,     4.3,     6.0,
2019,1999-01-20,,    3.51,     3.1,     1.9,-99.9,-99.9,-99.9,    28.7,    27.1,    34.6,    29.7,    18.3,     1.1,     1.0,     1.4,    -0.6,     0.2,     2.1,     3.0,     4.3,     5.9,
2019,1999-01-21,,    3.51,     3.1,   -12.2,-99.9,-99.9,-99.9,    28.7,    27.0,    34.4,    29.6,    18.3,     1.1,     1.0,     1.5,    -0.5,     0.3,     2.1,     3.0,     4.2,     5.9,
2019,1999-01-22,,    3.51,     3.1,   -12.4,-99.9,-99.9,-99.9,    26.9,    26.3,    33.9,    29.5,    18.3,     1.1,     1.1,     1.5,    -0.5,     0.3,     2.1,     3.0,     4.2,     5.9,
